id,unified_name,preliminary_type,Year,TWDB Estimated?, Population Served , Single Family Volumes , Single Family Connections , Multi-Family Volumes , Multi-Family Connections , Commercial Volume , Commercial Connections , Industrial Volumes , Industrial Connections , Institutional Volume , Institutional Connections , Agricultural Volumes , Agricultural Connections , Total Metered Volume , Total Metered Connections , Total Un-metered Volume , Total Un-metered Connections ,TCEQ PWS Code,Wholesale System?,Water Use Survey Form Type,PWS System Class
11670,ALEDO MOBILE HOME PARK,water system,,,,,,,,,,,,,,,,,,,,TX1840041,N,Municipal Short,Mobile Home Park
12900,ALLENDALE WATER SYSTEM,water system,2022.0,N, 174 ," 3,506,000 ", 58 ,,,,,,,,,,," 3,506,000 ", 58 ," 10,000 ",,TX1700187,N,Municipal Long,Private/IOU
13800,CITY OF ALPINE,water system,2022.0,N," 5,815 "," 201,347,037 "," 2,417 "," 16,281,000 ", 21 ," 86,443,011 ", 330 ,,," 83,862,000 ", 27 ,,," 387,933,048 "," 2,795 "," 187,466,162 ", 1 ,TX0220001,N,Municipal Long,Municipal
15400,CITY OF ALTO,water system,2022.0,N," 1,767 "," 35,785,500 ", 502 ," 2,739,400 ", 4 ," 4,756,100 ", 80 ,,,,,,," 43,281,000 ", 589 ," 76,187,000 ", 3 ,TX0370001,N,Municipal Long,Municipal
16000,CITY OF ALVARADO,water system,2022.0,N," 5,330 "," 112,923,000 "," 1,915 "," 295,500 ", 5 ," 45,656,438 ", 168 ,,," 27,393,862 ", 63 ,,," 186,268,800 "," 2,151 "," 30,424,760 ",,TX1260001,N,Municipal Long,Municipal
17200,CITY OF ALVORD,water system,2022.0,N," 1,360 "," 29,793,400 ", 566 ," 422,200 ", 1 ," 4,697,000 ", 50 ,,,,,,," 34,912,600 ", 617 ,,,TX2490001,N,Municipal Long,Municipal
20305,AMBERWOOD SUBDIVISION,water system,2022.0,N, 168 ," 2,994,000 ", 56 ,,,,,,,,,,," 2,994,000 ", 56 ,,,TX1011920,N,Municipal Long,Private/IOU
22900,MADING LANE,water system,2022.0,N, 315 ," 5,357,000 ", 79 ,,," 2,845,000 ", 26 ,,,,,,," 8,202,000 ", 105 ," 3,055,000 ",,TX1010517,N,Municipal Long,Private/IOU
23500,AMES MINGLEWOOD WSC,water system,2022.0,N," 1,201 "," 33,871,780 ", 569 ," 121,990 ", 12 ," 2,899,055 ", 13 ,,," 337,510 ", 4 ," 370,120 ", 4 ," 37,600,455 ", 602 ,,,TX1460005,N,Municipal Long,Water Supply Corporation
24000,CITY OF AMHERST,water system,2022.0,N, 721 ," 16,394,034 ", 269 ," 948,000 ", 1 ," 1,271,000 ", 14 ,,," 2,978,000 ", 4 ," 646,000 ", 5 ," 22,237,034 ", 293 ," 3,576,155 ", 38 ,TX1400006,N,Municipal Long,Municipal
24800,CITY OF ANAHUAC,water system,2022.0,N," 2,376 "," 47,183,567 ", 791 ," 1,295,517 ", 6 ," 12,288,499 ", 114 ,,,,," 36,900 ", 6 ," 60,804,483 ", 917 ," 13,790,440 ",,TX0360001,N,Municipal Long,Municipal
25600,ANDERSON WATER SYSTEM,water system,2022.0,Y, 651 ," 16,030,200 ", 217 ,,,,,,,,,,," 16,030,200 ", 217 ,,,TX0930011,N,Municipal Long,Private/IOU
26080,ANDERSON COUNTY CEDAR CREEK WSC,water system,2022.0,N," 1,320 "," 7,445,000 ", 440 ,,,,,,,,,,," 7,445,000 ", 440 ,,,TX0010046,N,Municipal Long,Water Supply Corporation
28125,ANGLECREST SUBDIVISION,water system,2022.0,N, 207 ," 6,584,450 ", 83 ,,,,,,,,,,," 6,584,450 ", 83 ," 200,000 ",,TX0200361,N,Municipal Long,Private/IOU
28410,ANGELINA COUNTY FWSD 1,water system,2022.0,N, 525 ," 11,172,316 ", 195 ,,," 1,916,054 ", 9 ,,,,,,," 13,088,370 ", 204 ,,,TX0030102,N,Municipal Long,Authority
28790,ANGLE ACRES WATER SYSTEM,water system,2022.0,N, 108 ," 1,854,000 ", 36 ,,,,,,,,,,," 1,854,000 ", 36 ,,,TX0200244,N,Municipal Long,Private/IOU
29000,ANGUS WSC,water system,2022.0,N," 1,122 "," 27,891,000 ", 363 ,,," 3,060,000 ", 22 ,,,,," 420,000 ", 1 ," 31,371,000 ", 386 ,,,TX1750010,N,Municipal Long,Water Supply Corporation
29600,CITY OF ANNA,water system,2022.0,N," 27,069 "," 579,705,030 "," 9,023 "," 4,977,103 ", 7 ," 98,920,984 ", 306 ,,," 133,019,030 ", 34 ,,," 816,622,147 "," 9,370 "," 2,564,875 ", 29 ,TX0430027,N,Municipal Long,Municipal
29650,CITY OF ANNONA,water system,2022.0,Y, 315 ," 3,500,000 ", 121 ,,," 3,822,720 ", 10 ,,,,,,," 7,322,720 ", 131 ,,,TX1940004,N,Municipal Long,Municipal
30000,TOWN OF ANTHONY,water system,2022.0,N," 3,671 "," 83,632,000 "," 1,112 ",, 8 ," 62,474,000 ", 139 ,,," 41,964,000 ", 10 ,,," 188,070,000 "," 1,269 "," 960,000 ", 32 ,TX0710001,N,Municipal Long,Municipal
30400,CITY OF ANTON,water system,2022.0,N," 1,126 "," 33,933,106 ", 431 ," 645,000 ", 14 ," 705,624 ", 12 ,,," 1,151,033 ", 14 ,,," 36,434,763 ", 471 ," 5,500,000 ", 6 ,TX1100001,N,Municipal Long,Municipal
30900,APACHELAND MOBILE HOME SUBDIVISION,water system,,,,,,,,,,,,,,,,,,,,TX1010085,N,Municipal Short,Mobile Home Park
31200,APPLEBY WSC,water system,2022.0,N," 5,418 "," 196,741,500 "," 1,805 ",,,,,,,,,,," 196,741,500 "," 1,805 "," 8,600,000 ",,TX1740005,N,Municipal Long,Water Supply Corporation
31400,APPLE SPRINGS WSC,water system,2022.0,N, 648 ," 9,917,180 ", 214 ,,," 457,100 ", 1 ,,," 563,800 ", 1 ,,," 10,938,080 ", 216 ," 2,200,000 ", 6 ,TX2280004,N,Municipal Long,Water Supply Corporation
31460,CRYSTAL CLEAR WHISPERING RIDGE,water system,2022.0,N, 82 ," 5,135,930 ", 31 ,,,,,,,,,,," 5,135,930 ", 31 ," 30,000 ", 1 ,TX0180081,N,Municipal Long,Private/IOU
31475,AQUA VISTA UTILITIES,water system,2022.0,Y, 270 ," 7,708,000 ", 90 ,,,,,,,,,,," 7,708,000 ", 90 ,,,TX1330062,N,Municipal Long,Private/IOU
32000,AQUILLA WSC,water system,2022.0,N, 500 ," 8,025,840 ", 136 ,,," 213,510 ", 4 ,,," 623,700 ", 1 ," 410,100 ", 1 ," 9,273,150 ", 142 ," 500,000 ", 3 ,TX1090016,N,Municipal Long,Water Supply Corporation
33825,ARENOSA CREEK ESTATES,water system,,,,,,,,,,,,,,,,,,,,TX2350042,N,Municipal Short,Mobile Home Park
34900,ARLAM CONCORD WSC,water system,2022.0,Y, 987 ,,,,,,,,,,,,,,,,,TX2010004,N,Municipal Long,Water Supply Corporation
34950,ARLEDGE RIDGE WSC,water system,2022.0,N," 2,094 "," 39,918,780 ", 698 ,,,,,,,,,,," 39,918,780 ", 698 ,,,TX0740019,N,Municipal Long,Water Supply Corporation
35200,ARMADILLO WOODS SUBDIVISION,water system,2022.0,N, 702 ," 15,183,000 ", 233 ,,," 194,000 ", 1 ,,,,,,," 15,377,000 ", 234 ,,,TX1700447,N,Municipal Long,District 
35770,ARMSTRONG WSC,water system,2022.0,N," 3,246 "," 163,876,867 "," 1,073 ",,," 760,350 ", 9 ,,,,,,," 164,637,217 "," 1,082 ",,,TX0140019,N,Municipal Long,Water Supply Corporation
35800,CITY OF ARP,water system,2022.0,N," 1,488 "," 23,266,000 ", 452 ,,," 5,260,000 ", 44 ,,,,,,," 28,526,000 ", 496 ," 5,000,000 ", 57 ,TX2120001,N,Municipal Long,Municipal
35827,ARROWHEAD HILL WSC,water system,2022.0,Y, 50 ," 3,056,400 ", 26 ,,,,,,,,,,," 3,056,400 ", 26 ,, 2 ,TX0140149,N,Municipal Long,Private/IOU
35830,ARROWHEAD WATER SYSTEM HILL,water system,2022.0,N, 381 ," 7,003,000 ", 150 ,,,,,,,,,,," 7,003,000 ", 150 ,,,TX1090038,N,Municipal Long,Private/IOU
35860,ARROYO DOBLE WATER SYSTEM,water system,2022.0,N, 945 ," 22,254,290 ", 305 ,,," 190,020 ", 10 ,,,,,,," 22,444,310 ", 315 ,,,TX2270069,N,Municipal Long,Private/IOU
36600,CITY OF ASHERTON,water system,2022.0,N," 1,200 "," 25,990,041 ", 365 ," 1,335,000 ", 33 ," 1,520,000 ", 40 ,,,,,,," 28,845,041 ", 438 ," 268,000 ", 6 ,TX0640011,N,Municipal Long,Municipal
37470,CALLENDER LAKE,water system,2022.0,N," 2,199 "," 29,398,000 ", 729 ,,," 498,000 ", 4 ,,,,,,," 29,896,000 ", 733 ," 11,935,000 ",,TX2340007,N,Municipal Long,Private/IOU
37472,HOLIDAY SHORES,water system,2022.0,N, 462 ," 6,602,000 ", 153 ,,," 1,000 ", 1 ,,,,,,," 6,603,000 ", 154 ," 714,290 ",,TX0200029,N,Municipal Long,Private/IOU
37474,IVANHOE LAND OF LAKES,water system,2022.0,N," 2,094 "," 23,588,000 ", 696 ,,," 122,000 ", 2 ,,,,,,," 23,710,000 ", 698 ," 66,637,000 ",,TX2290010,N,Municipal Long,Private/IOU
37476,CAMELOT FOREST WATER SYSTEM,water system,2022.0,N, 327 ," 2,373,000 ", 108 ,,,, 1 ,,,,,,," 2,373,000 ", 109 ," 1,923,000 ",,TX1610058,N,Municipal Long,Private/IOU
37477,GOVERNORS POINT,water system,2022.0,N, 480 ," 5,623,000 ", 160 ,,,,,,,,,,," 5,623,000 ", 160 ," 146,809 ",,TX2040008,N,Municipal Long,Private/IOU
37478,HOLIDAY VILLAGES OF FORK,water system,2022.0,N," 1,755 "," 15,285,000 ", 578 ,,," 519,000 ", 7 ,,,,,,," 15,804,000 ", 585 ," 3,890,000 ",,TX2500058,N,Municipal Long,Private/IOU
37479,HOLIDAY VILLAGES OF LIVINGSTON,water system,2022.0,N," 2,523 "," 25,509,000 ", 832 ,,," 500,000 ", 9 ,,,,,,," 26,009,000 ", 841 ," 5,701,665 ",,TX2040067,N,Municipal Long,Private/IOU
37905,ATASCOSA RURAL WSC,water system,2022.0,N," 15,424 "," 389,954,350 "," 3,728 ",,," 73,639,356 ", 128 ,,,,,,," 463,593,706 "," 3,856 "," 5,000,000 ", 142 ,TX0150040,N,Municipal Long,Water Supply Corporation
38601,ATHENS WATER SYSTEM COOP,water system,2022.0,Y, 90 ," 3,921,197 ", 30 ,,,,,,,,,,," 3,921,197 ", 30 ,,,TX1070235,N,Municipal Long,Private/IOU
40450,ATASCOCITA VILLAGE MOBILE HOME PARK,water system,,,,,,,,,,,,,,,,,,,,TX1010162,N,Municipal Short,Mobile Home Park
40600,CITY OF AUBREY,water system,2022.0,N," 3,708 "," 84,461,400 "," 1,345 "," 6,667,610 ", 11 ," 30,446,351 ", 128 ,,,,,,," 121,575,361 "," 1,484 "," 2,930,200 ",,TX0610001,N,Municipal Long,Municipal
41105,AUSTIN COUNTY WSC 1,water system,2022.0,N, 957 ," 25,267,880 ", 371 ," 432,240 ", 1 ," 566,760 ", 3 ,,,,,,," 26,266,880 ", 375 ,,,TX0080040,N,Municipal Long,Water Supply Corporation
41106,AUSTIN COUNTY WSC 2,water system,2022.0,N, 560 ," 19,345,082 ", 223 ,,," 455,160 ", 1 ,,,,,,," 19,800,242 ", 224 ,,,TX0080041,N,Municipal Long,Water Supply Corporation
41107,AUSTIN COUNTY WSC 4,water system,2022.0,N, 437 ," 11,945,187 ", 172 ," 661,782 ", 1 ," 3,297 ", 1 ," 1,540,984 ", 1 ,,,,," 14,151,250 ", 175 ,,,TX0080043,N,Municipal Long,Water Supply Corporation
41108,AUSTIN COUNTY WSC 3,water system,2022.0,N, 570 ," 5,133,306 ", 223 ,,," 644,120 ", 2 ," 4,874 ", 1 ,,,,," 5,782,300 ", 226 ,,,TX0080045,N,Municipal Long,Water Supply Corporation
41400,CITY OF AUSTWELL,water system,2022.0,N, 150 ,, 100 ,, 50 ,,,,,,,,,, 150 ,, 2 ,TX1960006,N,Municipal Long,Municipal
41860,AURORA VISTA,water system,2022.0,N, 456 ," 16,131,000 ", 145 ,,," 339,000 ", 7 ,,,,,,," 16,470,000 ", 152 ," 19,000 ",,TX2490051,N,Municipal Long,Private/IOU
43000,CITY OF AVINGER,water system,2022.0,N, 371 ," 9,797,000 ", 167 ," 1,608,000 ", 32 ," 1,563,000 ", 20 ,,," 400,000 ", 5 ,,," 13,368,000 ", 224 ," 1,920,000 ", 10 ,TX0340002,N,Municipal Long,Municipal
44000,AXTELL WSC,water system,2022.0,Administratively Incomplete," 1,900 ",,,,,,,,,,,,,,,,,TX1550016,N,Municipal Long,Water Supply Corporation
44055,BLACKS FERRY WATER,water system,2022.0,N, 65 ," 1,169,300 ", 26 ,,,,,,,,,,," 1,169,300 ", 26 ," 120,000 ",,TX0200017,N,Municipal Long,Private/IOU
44200,AZALEA ESTATES MOBILE HOME COMMUN,water system,,,,,,,,,,,,,,,,,,,,TX1011253,N,Municipal Short,Mobile Home Park
49700,BACLIFF MUD,water system,2022.0,N," 8,677 "," 150,478,000 "," 3,082 "," 16,991,000 ", 164 ," 18,410,000 ", 185 ,,," 1,941,000 ", 13 ,,," 187,820,000 "," 3,444 "," 6,767,366 ", 1 ,TX0840011,N,Municipal Long,District 
49725,BAFFIN BAY WSC,water system,2022.0,N," 1,302 "," 48,626,000 ", 434 ,,," 157,052 ",,,,,,,," 48,783,052 ", 434 ," 1,077,048 ", 29 ,TX1370032,N,Municipal Long,Water Supply Corporation
50000,CITY OF BAILEY,water system,2022.0,N, 235 ,, 255 ,,,,,,,,,,,, 255 ," 25,450 ", 13 ,TX0740038,N,Municipal Long,Municipal
50395,BAKER ROAD MUD,water system,2022.0,N," 1,128 "," 57,696,000 ", 350 ,,,,,,," 8,707,000 ", 26 ,,," 66,403,000 ", 376 ,,,TX1012962,N,Municipal Long,District 
50400,CITY OF BALCH SPRINGS,water system,2022.0,N," 27,600 "," 414,142,689 "," 6,855 "," 154,502,640 "," 3,122 "," 146,173,580 "," 1,028 ",,,,,,," 714,818,909 "," 11,005 ",,,TX0570032,N,Municipal Long,Municipal
51000,BAMMEL FOREST UTILITY,water system,2022.0,N," 1,044 "," 29,719,000 ", 348 ,,,,,,,,,,," 29,719,000 ", 348 ,,,TX1010096,N,Municipal Long,Private/IOU
51200,CITY OF BANDERA,water system,2022.0,N," 3,066 "," 30,013,010 ", 745 ,,," 33,905,310 ", 247 ,,,,,,," 63,918,320 ", 992 ," 548,042 ",,TX0100012,N,Municipal Long,Municipal
51201,PECAN GROVE,water system,2022.0,N, 75 ," 1,524,000 ", 47 ,,,,,,,,,,," 1,524,000 ", 47 ,,,TX0100059,N,Municipal Long,Water Supply Corporation
51300,BANDERA COUNTY FWSD 1,water system,2022.0,N," 1,308 "," 21,433,051 ", 436 ,,,,,,,,,,," 21,433,051 ", 436 ,,,TX0100011,N,Municipal Long,District 
51350,BANDERA RIVER RANCH 1,water system,2022.0,N," 1,011 "," 14,667,283 ", 319 ,,,,,,,,,,," 14,667,283 ", 319 ,,,TX0100017,N,Municipal Long,Private/IOU
51620,ENCHANTED RIVER ESTATES,water system,2022.0,N, 498 ," 6,616,000 ", 165 ,,," 7,000 ", 1 ,,,,,,," 6,623,000 ", 166 ," 14,977,000 ",,TX0100039,N,Municipal Long,Private/IOU
52400,NUECES COUNTY WCID 5,water system,2022.0,Y, 381 ," 20,674,290 ", 239 ,,,,,,,,,,," 20,674,290 ", 239 ,,,TX1780010,N,Municipal Long,District 
52510,BAR D RANCHETTES,water system,2022.0,N, 150 ," 13,506,000 ", 50 ,,,,,,,,,,," 13,506,000 ", 50 ," 15,000 ",,TX1460076,N,Municipal Long,Private/IOU
52800,CITY OF BARDWELL,water system,2022.0,N, 620 ," 12,995,579 ", 226 ,,," 651,521 ", 8 ," 2,792,160 ", 2 ," 144,840 ", 7 ,,," 16,584,100 ", 243 ,, 8 ,TX0700020,N,Municipal Long,Municipal
52900,BARKER CYPRESS MUD,water system,2022.0,N," 7,983 "," 172,620,000 "," 2,083 "," 34,578,000 ", 550 ," 12,794,000 ", 33 ,,," 13,760,000 ", 11 ," 19,165,000 ", 31 ," 252,917,000 "," 2,708 "," 6,478,995 ", 1 ,TX1011613,N,Municipal Long,District 
53600,BARKSDALE WSC,water system,2022.0,N, 249 ," 3,297,980 ", 74 ,,," 295,090 ", 4 ,,," 375,540 ", 5 ,,," 3,968,610 ", 83 ,,,TX0690011,N,Municipal Long,Water Supply Corporation
54000,BARNHART WSC,water system,2022.0,N, 110 ," 2,384,923 ", 37 ,,,, 11 ,,,,,,," 2,384,923 ", 48 ,,,TX1180001,N,Municipal Long,Water Supply Corporation
55200,CITY OF BARRY,water system,2022.0,N, 250 ," 4,789,095 ", 101 ,,,,,,,,,,," 4,789,095 ", 101 ," 106,427 ", 6 ,TX1750006,N,Municipal Long,Municipal
56800,CITY OF BARTLETT,water system,2022.0,N," 1,750 "," 31,957,226 ", 574 ," 59,020 ", 1 ," 8,778,081 ", 63 ,,,,,,," 40,794,327 ", 638 ," 4,670,419 ", 30 ,TX2460006,N,Municipal Long,Municipal
57000,BARTLEY WOODS WSC,water system,2022.0,N, 556 ," 16,484,000 ", 278 ,,,,,,,,,,," 16,484,000 ", 278 ,,,TX0740021,N,Municipal Long,Water Supply Corporation
57070,BARTEN WSC,water system,2022.0,N, 60 ," 2,403,000 ", 26 ,,,,,,,,,,," 2,403,000 ", 26 ,,,TX0450022,N,Municipal Long,Private/IOU
57075,BARTON WSC,water system,2022.0,N, 997 ," 19,975,400 ", 341 ,,,,,,,,,,," 19,975,400 ", 341 ," 3,167,750 ", 24 ,TX0720013,N,Municipal Long,Water Supply Corporation
57076,BARTON CREEK WSC,water system,2022.0,N, 645 ," 100,279,000 ", 208 ,,,,,,," 2,213,000 ", 7 ,,," 102,492,000 ", 215 ,,,TX2270313,N,Municipal Long,Water Supply Corporation
57077,BARTON CREEK WEST WSC,water system,2022.0,N," 1,470 "," 89,168,250 ", 420 ,,," 2,301,460 ", 4 ,,," 6,171,010 ", 1 ,,," 97,640,720 ", 425 ," 780,000 ", 1 ,TX2270312,N,Municipal Long,Water Supply Corporation
57110,BAR V K WATER WORKS,water system,2022.0,N, 108 ," 3,848,103 ", 36 ,,,,,,,,,,," 3,848,103 ", 36 ,,,TX0610116,N,Municipal Long,Private/IOU
57600,CITY OF BASTROP,water system,2022.0,N," 11,384 "," 303,051,522 "," 3,540 "," 46,302,800 "," 1,032 "," 228,996,700 ", 731 ,,,,,,," 578,351,022 "," 5,303 "," 17,290,400 ", 68 ,TX0110001,N,Municipal Long,Municipal
57680,BASTROP WEST WATER SUPPLY,water system,2022.0,N, 293 ," 13,933,000 ", 126 ,,,,,,,,,,," 13,933,000 ", 126 ," 955,000 ",,TX0110047,N,Municipal Long,Private/IOU
57700,BATEMAN WATER WORKS,water system,2022.0,Y, 68 ,,,,,,,,,,,,,,,,,TX0200563,N,Municipal Long,Private/IOU
57900,BATESVILLE WSC,water system,2022.0,Y," 1,083 "," 29,648,200 ", 329 ," 541,400 ", 4 ," 4,509,700 ", 14 ,,," 2,165,500 ", 14 ,,," 36,864,800 ", 361 ," 7,850,000 ", 7 ,TX2540005,N,Municipal Long,Water Supply Corporation
58250,HOLIDAY BEACH WSC,water system,2022.0,N," 2,469 "," 22,871,908 ", 795 ,,," 1,012,841 ", 28 ,,,,,,," 23,884,749 ", 823 ," 114,000 ", 45 ,TX0040015,N,Municipal Long,Water Supply Corporation
58260,BAVARIAN HILLS,water system,2022.0,N, 207 ," 5,123,000 ", 67 ,,,,,,," 147,000 ", 1 ," 55,000 ", 1 ," 5,325,000 ", 69 ," 1,588,000 ",,TX0150235,N,Municipal Long,Private/IOU
58290,BAYBROOK MUD 1,water system,2022.0,N," 2,175 ",,," 22,213,000 ", 669 ," 24,777,000 ", 41 ,,," 4,069,000 ", 12 ," 27,146,000 ", 37 ," 78,205,000 ", 759 ," 1,943,000 ",,TX1012698,N,Municipal Long,District 
58300,BAYRIDGE SUBDIVISION WATER SYSTEM,water system,2022.0,N, 234 ," 4,516,000 ", 78 ,,,,,,,,,,," 4,516,000 ", 78 ," 13,000 ",,TX0360028,N,Municipal Long,Private/IOU
58610,BAYLOR WSC,water system,2022.0,N," 2,789 "," 119,017,920 "," 1,115 ",,,,,,,,,,," 119,017,920 "," 1,115 ",, 82 ,TX0120004,N,Municipal Long,Water Supply Corporation
58625,BRIARCREEK SUBDIVISION,water system,2022.0,Y," 2,760 "," 58,777,000 ", 920 ,,,,,,,,,,," 58,777,000 ", 920 ," 204,000 ",,TX2270354,N,Municipal Long,Private/IOU
59430,BAYOU FOREST VILLAGE MOBILE HOME PARK,water system,,,,,,,,,,,,,,,,,,,,TX1011995,N,Municipal Short,Private/IOU
59455,BAYOU SHADOWS WATER SYSTEM,water system,2022.0,N, 150 ," 3,326,000 ", 55 ,,,,,,,,,,," 3,326,000 ", 55 ,,,TX0200570,N,Municipal Long,Private/IOU
59800,TOWN OF BAYSIDE,water system,2022.0,N, 300 ," 9,575,200 ", 220 ,,," 232,200 ", 3 ,,,,,,," 9,807,400 ", 223 ,,,TX1960007,N,Municipal Long,Municipal
60130,BAYVIEW MUD,water system,2022.0,N," 1,818 "," 33,223,605 ", 639 ,,," 2,131,718 ", 41 ,,," 363,952 ", 7 ," 2,079,725 ", 40 ," 37,799,000 ", 727 ," 1,215,000 ", 51 ,TX0840010,N,Municipal Long,District 
60134,EMERALD FOREST,water system,2022.0,N, 189 ," 4,222,848 ", 63 ,,,,,,,,,,," 4,222,848 ", 63 ,,,TX0700058,N,Municipal Long,Private/IOU
60138,CLAIRE STREET WATER SYSTEM,water system,2022.0,Y, 126 ,, 42 ,,,,,,,,,,,, 42 ," 146,905 ", 6 ,TX1810143,N,Municipal Long,Private/IOU
60146,LAKEVIEW ESTATES,water system,2022.0,Y, 84 ,,,,,,,,,,,,,,,,,TX1810025,N,Municipal Long,Private/IOU
60148,SUSAN CIRCLE COMMUNITY WS,water system,2022.0,Y, 42 ,,,,,,,,,,,,,,,,,TX1810083,N,Municipal Long,Private/IOU
60170,B B S WSC,water system,2022.0,Y," 1,389 "," 28,665,870 ", 463 ,,,,,,,,,,," 28,665,870 ", 463 ," 19,975 ", 30 ,TX0010015,N,Municipal Long,Water Supply Corporation
60180,B C Y WSC,water system,2022.0,N," 3,000 "," 42,857,600 ", 875 ,,," 1,332,000 ", 21 ,,," 5,160,000 ", 40 ," 4,644,000 ", 46 ," 53,993,600 ", 982 ," 2,499,530 ", 65 ,TX0010018,N,Municipal Long,Water Supply Corporation
60183,BEACHVIEW ACRES WATER ASSOCIATION,water system,2022.0,N, 126 ," 1,871,000 ", 49 ,,,,,,,,,,," 1,871,000 ", 49 ,,,TX1090045,N,Municipal Long,Private/IOU
60185,BEACHWOOD ESTATES & NORTH TRINIDAD,water system,2022.0,N," 1,521 "," 18,307,000 ", 499 ,,," 482,000 ", 8 ,,,,,,," 18,789,000 ", 507 ," 6,520,000 ",,TX1070069,N,Municipal Long,Private/IOU
60190,BEACON ESTATES WSC,water system,2022.0,Y, 354 ," 6,719,000 ", 118 ,,,,,,,,,,," 6,719,000 ", 118 ,,,TX2370047,N,Municipal Long,Water Supply Corporation
60331,BEAR SPRINGS TRAILS SUBDIVISION,water system,2022.0,N, 93 ," 2,701,540 ", 40 ,,,,,,,,,,," 2,701,540 ", 40 ," 84,560 ",,TX0100076,N,Municipal Long,Water Supply Corporation
60332,BEAR PAW WATER SYSTEM,water system,2022.0,Y, 339 ,,,,,,,,,,,,,,,,,TX1330126,N,Municipal Long,Private/IOU
60333,BEAR CREEK PARK,water system,2022.0,Y, 220 ," 5,401,000 ", 87 ,,," 157,000 ", 1 ,,,,,,," 5,558,000 ", 88 ,,,TX2270043,N,Municipal Long,Private/IOU
60335,CITY OF BEASLEY,water system,2022.0,N, 587 ," 6,000,600 ", 283 ," 606,000 ", 13 ," 6,264,100 ", 15 ,,,,," 36,000 ", 1 ," 12,906,700 ", 312 ," 130,400 ", 2 ,TX0790014,N,Municipal Long,Municipal
60336,BEATON LAKE ESTATES WATER SYSTEM,water system,2022.0,N, 90 ," 2,347,950 ", 30 ,,,,,,,,,,," 2,347,950 ", 30 ,,,TX1750035,N,Municipal Long,Private/IOU
60345,BECKER-JIBA SUD,water system,2022.0,N," 3,285 "," 69,092,150 "," 1,120 ",,," 3,025,500 ", 81 ,,," 56,700 ", 9 ,,," 72,174,350 "," 1,210 "," 13,118,190 ", 225 ,TX1290011,N,Municipal Long,Water Supply Corporation
60532,BRAZOS LAKES WATER SUPPLY,water system,2022.0,N, 474 ," 21,984,000 ", 158 ,,,,,,,,,,," 21,984,000 ", 158 ,,,TX0790363,N,Municipal Long,Private/IOU
62400,CITY OF BECKVILLE,water system,2022.0,N," 1,122 "," 18,926,000 ", 335 ,,," 3,483,000 ", 39 ,,,,,,," 22,409,000 ", 374 ,,,TX1830002,N,Municipal Long,Municipal
62550,CITY OF BEDFORD,water system,2022.0,N," 49,187 "," 1,509,639,000 "," 13,551 "," 431,123,000 ", 296 ," 326,722,000 ", 760 ," 311,314,000 ", 459 ,,,,," 2,578,798,000 "," 15,066 "," 28,060,000 ", 102 ,TX2200003,N,Municipal Long,Municipal
63240,TYNAN WSC,water system,2022.0,N, 250 ," 5,110,170 ", 96 ,,," 1,435,697 ", 8 ,,,,,,," 6,545,867 ", 104 ," 1,475,693 ",,TX0130003,N,Municipal Long,Water Supply Corporation
63245,BEECHWOOD SUBDIVISION,water system,2022.0,N, 411 ," 8,472,000 ", 137 ,,,,,,,,,,," 8,472,000 ", 137 ,,,TX0200245,N,Municipal Long,Private/IOU
63247,BEECHWOOD WSC,water system,2022.0,Y," 1,280 "," 10,571,400 ", 506 ,,,,,,,,,,," 10,571,400 ", 506 ," 401,000 ", 29 ,TX2020014,N,Municipal Long,Water Supply Corporation
63300,CITY OF BEEVILLE,water system,2022.0,N," 13,669 "," 251,931,100 "," 4,623 "," 79,007,100 ", 287 ," 98,859,800 ", 712 ," 3,175,900 ", 6 ," 322,141,100 ", 93 ,,," 755,115,000 "," 5,721 ",,,TX0130001,N,Municipal Long,Municipal
63510,BEHRINGER WATER SYSTEM,water system,2022.0,Y, 63 ,,,,,,,,,,,,,,,,,TX1550130,N,Municipal Long,Private/IOU
64800,CITY OF BELLAIRE,water system,2022.0,N," 17,209 "," 697,805,000 "," 6,169 "," 5,383,700 ", 2 ," 145,971,000 ", 307 ,,," 108,434,300 ", 17 ," 158,108,600 "," 1,015 "," 1,115,702,600 "," 7,510 ",,,TX1010004,N,Municipal Long,Municipal
65600,CITY OF BELLMEAD,water system,2022.0,N," 10,556 "," 188,860,200 "," 3,446 "," 25,467,500 ", 25 ," 76,978,900 ", 240 ,,," 43,341,400 ", 16 ,,," 334,648,000 "," 3,727 "," 414,000 ",,TX1550001,N,Municipal Long,Municipal
65800,BELL MILAM FALLS WSC,water system,2022.0,N," 6,636 "," 184,620,300 "," 2,212 ",,,,,,,,,,," 184,620,300 "," 2,212 ",,,TX0140007,N,Municipal Long,Water Supply Corporation
66400,CITY OF BELLS,water system,2022.0,N," 2,124 "," 33,130,064 ", 561 ," 3,038,865 ", 82 ," 2,002,156 ", 30 ,,," 1,519,830 ", 18 ,,," 39,690,915 ", 691 ," 374,652 ", 65 ,TX0910001,N,Municipal Long,Municipal
67200,CITY OF BELLVILLE,water system,2022.0,N," 4,108 "," 180,573,482 "," 1,930 ",,," 51,349,600 ", 344 ,,,,,,," 231,923,082 "," 2,274 "," 179,520 ",,TX0080001,N,Municipal Long,Municipal
