Year,TWDB Seller Survey No,PWS Name,Seller County,Seller Water Type, Seller Volume Reported ,Buyer Survey No,Buyer Name,Buyer Water Type, Buyer Volume Reported ,Buyer NAICS Code, Volume Used In Net Use ,Volume Source Used In Net Use
2022,227600,CITY OF DIBOLL,ANGELINA,Groundwater," 1,792,146 ",846060,Georgia- Pacific-DIBOLL LUMBER DIVISION,Groundwater," 1,900,900 ",321113," 1,900,900 ",BUYER-VOLUME
2022,227600,CITY OF DIBOLL,ANGELINA,N/A, -   ,846070,GEORGIA PACIFIC CORPORATION-DIBOLL PARTICLEBOARD,Groundwater," 2,213,065 ",321219," 2,213,065 ",BUYER-VOLUME
2022,227600,CITY OF DIBOLL,ANGELINA,Groundwater," 541,108 ",1101268,OTHER MANUFACTURING ANGELINA COUNTY,N/A, -   ,N/A," 541,108 ",SELLER-VOLUME
2022,227600,CITY OF DIBOLL,ANGELINA,Groundwater," 46,667 ",1106338,ATCO STRUCTURES,N/A, -   ,N/A," 46,667 ",SELLER-VOLUME
2022,227600,CITY OF DIBOLL,ANGELINA,Groundwater," 62,462 ",1106339,DEMCO,N/A, -   ,N/A," 62,462 ",SELLER-VOLUME
2022,231600,CITY OF DODD CITY,FANNIN,N/A, -   ,783200,BOIS DARC MUD,N/A, -   ,N/A, -   ,BUYER-VOLUME
2023,236500,MEADOWHILL REGIONAL MUD,HARRIS,Groundwater," 58,318,000 ",611015,H2O INNOVATION-NORTHWEST HARRIS COUNTY MUD 28,Groundwater," 48,894,000 ",N/A," 48,894,000 ",BUYER-VOLUME
2023,236500,MEADOWHILL REGIONAL MUD,HARRIS,N/A, -   ,790875,H2O INNOVATION-SHASLA PUD,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,236500,MEADOWHILL REGIONAL MUD,HARRIS,Groundwater," 50,761,000 ",611015,H2O INNOVATION-NORTHWEST HARRIS COUNTY MUD 28,Groundwater," 55,239,000 ",N/A," 55,239,000 ",BUYER-VOLUME
2022,236500,MEADOWHILL REGIONAL MUD,HARRIS,Groundwater," 7,105,500 ",790875,H2O INNOVATION-SHASLA PUD,Groundwater," 4,152,000 ",N/A," 4,152,000 ",BUYER-VOLUME
2023,237250,DOWDELL PUD,HARRIS,Groundwater," 2,422,000 ",370401,MUNICIPAL OPERATIONS & CONSULTING-HARRIS COUNTY MUD 401,Groundwater," 7,707,000 ",N/A," 7,707,000 ",BUYER-VOLUME
2022,237250,DOWDELL PUD,HARRIS,N/A, -   ,370401,MUNICIPAL OPERATIONS & CONSULTING-HARRIS COUNTY MUD 401,N/A, -   ,N/A, -   ,SELLER-VOLUME
2023,237349,SOMERVELL COUNTY WATER DISTRICT - WHEELE,SOMERVELL,Surface Water," 23,489,000 ",329000,CITY OF GLEN ROSE,Surface Water," 23,418,000 ",N/A," 23,418,000 ",BUYER-VOLUME
2022,237349,SOMERVELL COUNTY WATER DISTRICT - WHEELE,SOMERVELL,Surface Water," 35,262,000 ",329000,CITY OF GLEN ROSE,Surface Water," 32,215,000 ",N/A," 32,215,000 ",BUYER-VOLUME
2023,237363,SMETANA FOREST,BURLESON,Groundwater," 7,758,000 ",237368,H2O INNOVATION-SOMERVILLE PLACE,N/A, -   ,N/A," 7,758,000 ",SELLER-VOLUME
2022,237363,SMETANA FOREST,BURLESON,Groundwater," 8,483,000 ",237368,H2O INNOVATION-SOMERVILLE PLACE,N/A, -   ,N/A," 8,483,000 ",SELLER-VOLUME
2023,237368,SOMERVILLE PLACE,BURLESON,Groundwater," 6,175,000 ",237363,H2O INNOVATION-LAKEVIEW MARSHALL OAK SOMERVILLE,N/A, -   ,N/A," 6,175,000 ",SELLER-VOLUME
2022,237368,SOMERVILLE PLACE,BURLESON,Groundwater," 7,000,000 ",237363,H2O INNOVATION-LAKEVIEW MARSHALL OAK SOMERVILLE,N/A, -   ,N/A," 7,000,000 ",SELLER-VOLUME
2023,240400,CITY OF DUBLIN,ERATH,N/A, -   ,238800,DUBLIN BOTTLING WORKS INC,Surface Water," 593,700 ",424490," 593,700 ",BUYER-VOLUME
2023,240400,CITY OF DUBLIN,ERATH,Surface Water," 9,720,000 ",341975,GREEN CREEK WSC,Surface Water," 12,649,000 ",N/A," 12,649,000 ",BUYER-VOLUME
2022,240400,CITY OF DUBLIN,ERATH,N/A, -   ,238800,DUBLIN BOTTLING WORKS INC,Surface Water," 593,700 ",424490," 593,700 ",BUYER-VOLUME
2022,240400,CITY OF DUBLIN,ERATH,Surface Water," 9,720,000 ",341975,GREEN CREEK WSC,Surface Water," 12,085,000 ",N/A," 12,085,000 ",BUYER-VOLUME
2023,241200,CITY OF DUMAS,MOORE,N/A, -   ,9600,MOORTEX WSC,Groundwater," 12,529,300 ",N/A," 12,529,300 ",BUYER-VOLUME
2023,241200,CITY OF DUMAS,MOORE,N/A, -   ,672000,IACX ROCKCREEK-DUMAS PLANT GPBR,Groundwater," 37,100 ",486210," 37,100 ",BUYER-VOLUME
2023,241200,CITY OF DUMAS,MOORE,N/A, -   ,861325,TESSENDERLO KERLEY INC,Groundwater," 434,783 ",325180," 434,783 ",BUYER-VOLUME
2023,241200,CITY OF DUMAS,MOORE,N/A, -   ,1105038,INGRAM CONCRETE LLC-DUMAS  PLANT,Groundwater," 449,100 ",327320," 449,100 ",BUYER-VOLUME
2022,241200,CITY OF DUMAS,MOORE,N/A, -   ,9600,MOORTEX WSC,Groundwater," 14,293,300 ",N/A," 14,293,300 ",BUYER-VOLUME
2022,241200,CITY OF DUMAS,MOORE,N/A, -   ,672000,IACX ROCKCREEK-DUMAS PLANT GPBR,Groundwater," 114,600 ",486210," 114,600 ",BUYER-VOLUME
2022,241200,CITY OF DUMAS,MOORE,N/A, -   ,861325,TESSENDERLO KERLEY INC,Groundwater," 345,200 ",325180," 345,200 ",BUYER-VOLUME
2022,241200,CITY OF DUMAS,MOORE,N/A, -   ,1105038,INGRAM CONCRETE LLC-DUMAS  PLANT,Groundwater," 449,100 ",327320," 449,100 ",BUYER-VOLUME
2023,242000,CITY OF DUNCANVILLE,DALLAS,N/A, -   ,656567,APPLE CORRUGATED PACKAGING INC,Surface Water," 326,000 ",322211," 326,000 ",BUYER-VOLUME
2023,242000,CITY OF DUNCANVILLE,DALLAS,Surface Water," 25,881,000 ",849675,PIONEER INC-FROZEN FOODS INC DUNCANVILLE PLANT,Surface Water," 27,677,000 ",311812," 27,677,000 ",BUYER-VOLUME
2023,242000,CITY OF DUNCANVILLE,DALLAS,N/A, -   ,863270,CABINETWORKS GROUP MICHIGAN LLC-DUNCANVILLE SITE,Surface Water," 2,128,000 ",337110," 2,128,000 ",BUYER-VOLUME
2023,242000,CITY OF DUNCANVILLE,DALLAS,Surface Water," 11,425,000 ",1107195,LA MEXICANA,N/A, -   ,N/A," 11,425,000 ",SELLER-VOLUME
2022,242000,CITY OF DUNCANVILLE,DALLAS,N/A, -   ,656567,APPLE CORRUGATED PACKAGING INC,Surface Water," 431,000 ",322211," 431,000 ",BUYER-VOLUME
2022,242000,CITY OF DUNCANVILLE,DALLAS,Surface Water," 29,860,000 ",849675,PIONEER INC-FROZEN FOODS INC DUNCANVILLE PLANT,Surface Water," 29,853,000 ",311812," 29,853,000 ",BUYER-VOLUME
2022,242000,CITY OF DUNCANVILLE,DALLAS,N/A, -   ,863270,CABINETWORKS GROUP MICHIGAN LLC-DUNCANVILLE SITE,Surface Water," 1,896,000 ",337110," 1,896,000 ",BUYER-VOLUME
2023,247050,CITY OF EAGLE PASS,MAVERICK,N/A, -   ,11123,ALAMO CONCRETE PRODUCTS CO-EAGLE PASS CONCRETE PLANT,Groundwater," 2,353,636 ",327320," 2,353,636 ",BUYER-VOLUME
2023,247050,CITY OF EAGLE PASS,MAVERICK,N/A, -   ,723390,SESA FLUORSPAR INC,Surface Water, 91 ,423520, 91 ,BUYER-VOLUME
2022,247050,CITY OF EAGLE PASS,MAVERICK,N/A, -   ,11123,ALAMO CONCRETE PRODUCTS CO-EAGLE PASS CONCRETE PLANT,Groundwater," 2,477,000 ",327320," 2,477,000 ",BUYER-VOLUME
2022,247050,CITY OF EAGLE PASS,MAVERICK,N/A, -   ,723390,SESA FLUORSPAR INC,Surface Water, 154 ,423520, 154 ,BUYER-VOLUME
2023,248615,EAST CENTRAL SUD,BEXAR,N/A, -   ,155745,CPS ENERGY-OW SOMMERS JT DEELY PLANT JK SPRUCE,Groundwater," 1,275,340 ",221112," 1,275,340 ",BUYER-VOLUME
2023,248615,EAST CENTRAL SUD,BEXAR,N/A, -   ,721130,REDONDO MANUFACTURING,Groundwater," 188,400 ",327390," 188,400 ",BUYER-VOLUME
2023,248615,EAST CENTRAL SUD,BEXAR,N/A, -   ,906390,VP RACING FUELS,Groundwater," 431,000 ",324199," 431,000 ",BUYER-VOLUME
2022,248615,EAST CENTRAL SUD,BEXAR,N/A, -   ,155745,CPS ENERGY-OW SOMMERS JT DEELY PLANT JK SPRUCE,Groundwater," 457,028 ",221112," 457,028 ",BUYER-VOLUME
2022,248615,EAST CENTRAL SUD,BEXAR,N/A, -   ,721130,REDONDO MANUFACTURING,Groundwater," 188,400 ",327390," 188,400 ",BUYER-VOLUME
2022,248615,EAST CENTRAL SUD,BEXAR,N/A, -   ,906390,VP RACING FUELS,Groundwater," 431,000 ",324199," 431,000 ",BUYER-VOLUME
2023,249050,CITY OF EASTLAND,EASTLAND,Surface Water," 20,135,000 ",133500,CITY OF CARBON,Surface Water," 24,204,338 ",N/A," 20,135,000 ",SELLER-VOLUME
2023,249050,CITY OF EASTLAND,EASTLAND,Surface Water," 13,677,000 ",244275,EBAA IRON INC,Surface Water," 13,677,630 ",331511," 13,677,630 ",BUYER-VOLUME
2023,249050,CITY OF EASTLAND,EASTLAND,Surface Water," 13,730,000 ",623540,OLDEN WSC,Surface Water," 14,756,000 ",N/A," 13,730,000 ",SELLER-VOLUME
2023,249050,CITY OF EASTLAND,EASTLAND,Surface Water," 18,647,000 ",927665,WESTBOUND WSC,Surface Water," 19,354,000 ",N/A," 19,354,000 ",BUYER-VOLUME
2023,249050,CITY OF EASTLAND,EASTLAND,Surface Water," 2,114,000 ",1102029,INGRAM CONCRETE LLC-EASTLAND PLANT,Surface Water," 902,040 ",327320," 2,114,000 ",SELLER-VOLUME
2023,249050,CITY OF EASTLAND,EASTLAND,N/A, -   ,1103084,VULCAN MATERIALS COMPANY-EASTLAND QUARRY,Surface Water," 17,800,000 ",212312," 17,800,000 ",BUYER-VOLUME
2023,249050,CITY OF EASTLAND,EASTLAND,Surface Water," 596,000 ",1103512,STAFF WSC - OLDEN/LONE CEDAR,Surface Water," 598,900 ",N/A," 598,900 ",BUYER-VOLUME
2022,249050,CITY OF EASTLAND,EASTLAND,Surface Water," 24,309,000 ",133500,CITY OF CARBON,Surface Water," 24,204,338 ",N/A," 24,309,000 ",SELLER-VOLUME
2022,249050,CITY OF EASTLAND,EASTLAND,Surface Water," 13,516,000 ",244275,EBAA IRON INC,Surface Water," 22,462,000 ",331511," 22,462,000 ",BUYER-VOLUME
2022,249050,CITY OF EASTLAND,EASTLAND,Surface Water," 15,171,000 ",623540,OLDEN WSC,Surface Water," 14,756,000 ",N/A," 15,171,000 ",SELLER-VOLUME
2022,249050,CITY OF EASTLAND,EASTLAND,Surface Water," 17,763,000 ",927665,WESTBOUND WSC,Surface Water," 19,506,000 ",N/A," 19,506,000 ",BUYER-VOLUME
2022,249050,CITY OF EASTLAND,EASTLAND,Surface Water," 1,863,000 ",1102029,INGRAM CONCRETE LLC-EASTLAND PLANT,Surface Water," 902,040 ",327320," 902,040 ",BUYER-VOLUME
2022,249050,CITY OF EASTLAND,EASTLAND,N/A, -   ,1103084,VULCAN MATERIALS COMPANY-EASTLAND QUARRY,Surface Water," 5,900,000 ",212312," 5,900,000 ",BUYER-VOLUME
2022,249050,CITY OF EASTLAND,EASTLAND,Surface Water," 751,000 ",1103512,STAFF WSC - OLDEN/LONE CEDAR,Surface Water," 747,700 ",N/A," 747,700 ",BUYER-VOLUME
2023,249601,EASTERN CASS WSC,CASS,Groundwater," 1,223,700 ",498810,LINDEN KILDARE HIGH SCHOOL,N/A, -   ,N/A," 1,223,700 ",SELLER-VOLUME
2022,249601,EASTERN CASS WSC,CASS,Groundwater," 1,223,700 ",498810,LINDEN KILDARE HIGH SCHOOL,N/A, -   ,N/A," 1,223,700 ",SELLER-VOLUME
2023,249953,EAST RIO HONDO WSC ARROYO CITY,CAMERON,Surface Water," 12,136,600 ",419282,TOWN OF INDIAN LAKE,Surface Water," 12,128,600 ",N/A," 12,128,600 ",BUYER-VOLUME
2023,249953,EAST RIO HONDO WSC ARROYO CITY,CAMERON,N/A, -   ,514500,CITY OF LOS FRESNOS,Surface Water," 596,252 ",N/A," 596,252 ",BUYER-VOLUME
2023,249953,EAST RIO HONDO WSC ARROYO CITY,CAMERON,Surface Water," 6,020,700 ",569410,MILITARY HIGHWAY  WSC-DEL MAR HEIGHTS,Surface Water," 5,868,000 ",N/A," 5,868,000 ",BUYER-VOLUME
2023,249953,EAST RIO HONDO WSC ARROYO CITY,CAMERON,Surface Water," 26,550,000 ",889993,U S IMMIGRATION AND CUSTOMS ENFORCEMENT,N/A, -   ,N/A," 26,550,000 ",SELLER-VOLUME
2023,249953,EAST RIO HONDO WSC ARROYO CITY,CAMERON,Groundwater," 177,940,400 ",1102944,NORTH ALAMO WATER SUPPLY CORPORATION,N/A, -   ,N/A," 177,940,400 ",SELLER-VOLUME
2023,249953,EAST RIO HONDO WSC ARROYO CITY,CAMERON,Surface Water," 71,798,500 ",1103451,EAST RIO HONDO WSC-ARROYO CITY,Surface Water," 77,498,500 ",N/A," 77,498,500 ",BUYER-VOLUME
2022,249953,EAST RIO HONDO WSC ARROYO CITY,CAMERON,Surface Water," 11,172,000 ",419282,TOWN OF INDIAN LAKE,Surface Water," 10,488,261 ",N/A," 10,488,261 ",BUYER-VOLUME
2022,249953,EAST RIO HONDO WSC ARROYO CITY,CAMERON,Surface Water," 7,414,300 ",569410,MILITARY HIGHWAY  WSC-DEL MAR HEIGHTS,Surface Water," 7,290,000 ",N/A," 7,290,000 ",BUYER-VOLUME
2022,249953,EAST RIO HONDO WSC ARROYO CITY,CAMERON,Surface Water," 22,505,100 ",889993,U S IMMIGRATION AND CUSTOMS ENFORCEMENT,N/A, -   ,N/A," 22,505,100 ",SELLER-VOLUME
2022,249953,EAST RIO HONDO WSC ARROYO CITY,CAMERON,Surface Water," 79,814,030 ",1103451,EAST RIO HONDO WSC-ARROYO CITY,Surface Water," 79,814,030 ",N/A," 79,814,030 ",BUYER-VOLUME
2023,254000,CITY OF EDINBURG,HIDALGO,N/A, -   ,44555,AZTECA MILLING LP-EDINBURG PLANT,N/A, -   ,311211, -   ,BUYER-VOLUME
2023,254000,CITY OF EDINBURG,HIDALGO,Surface Water," 133,274,000 ",607425,NORTH ALAMO WSC,N/A, -   ,N/A," 133,274,000 ",SELLER-VOLUME
2023,254000,CITY OF EDINBURG,HIDALGO,N/A, -   ,1103900,CALPINE CORP-MAGIC VALLEY GENERATION STATION,Surface Water," 12,220,200 ",221112," 12,220,200 ",BUYER-VOLUME
2023,254000,CITY OF EDINBURG,HIDALGO,N/A, -   ,1103908,CALPINE CORP-HIDALGO ENERGY CENTER,Surface Water," 41,771,500 ",221112," 41,771,500 ",BUYER-VOLUME
2023,254000,CITY OF EDINBURG,HIDALGO,N/A, -   ,1106137,INTERNATIONAL PAPER COMPANY-EDINBURG CONTAINER,Surface Water," 9,572,800 ",322211," 9,572,800 ",BUYER-VOLUME
2022,254000,CITY OF EDINBURG,HIDALGO,N/A, -   ,44555,AZTECA MILLING LP-EDINBURG PLANT,N/A, -   ,311211, -   ,BUYER-VOLUME
2022,254000,CITY OF EDINBURG,HIDALGO,Surface Water," 58,129,000 ",607425,NORTH ALAMO WSC,N/A, -   ,N/A," 58,129,000 ",SELLER-VOLUME
2022,254000,CITY OF EDINBURG,HIDALGO,N/A, -   ,1103900,CALPINE CORP-MAGIC VALLEY GENERATION STATION,Surface Water," 12,220,200 ",221112," 12,220,200 ",BUYER-VOLUME
2022,254000,CITY OF EDINBURG,HIDALGO,N/A, -   ,1103908,CALPINE CORP-HIDALGO ENERGY CENTER,Surface Water," 42,636,900 ",221112," 42,636,900 ",BUYER-VOLUME
2022,254000,CITY OF EDINBURG,HIDALGO,N/A, -   ,1106137,INTERNATIONAL PAPER COMPANY-EDINBURG CONTAINER,Surface Water," 13,183,600 ",322211," 13,183,600 ",BUYER-VOLUME
2023,255000,CITY OF EL CAMPO,WHARTON,Groundwater," 15,511,400 ",425550,ISAACSON MUD,Groundwater," 15,600,000 ",N/A," 15,511,400 ",SELLER-VOLUME
2022,255000,CITY OF EL CAMPO,WHARTON,Groundwater," 16,126,900 ",425550,ISAACSON MUD,Groundwater," 15,600,000 ",N/A," 16,126,900 ",SELLER-VOLUME
2023,255400,ELDERVILLE WSC,GREGG,Surface Water," 114,626 ",811400,SOUTHWESTERN ELECTRIC POWER COMPANY-KNOX LEE PLANT,Surface Water," 112,420 ",221112," 112,420 ",BUYER-VOLUME
2022,255400,ELDERVILLE WSC,GREGG,Surface Water," 134,764 ",811400,SOUTHWESTERN ELECTRIC POWER COMPANY-KNOX LEE PLANT,Surface Water," 126,014 ",221112," 126,014 ",BUYER-VOLUME
2023,256600,CITY OF ELECTRA,WICHITA,Surface Water," 7,209,600 ",368900,HARROLD WSC,Surface Water," 4,206,170 ",N/A," 4,206,170 ",BUYER-VOLUME
2022,256600,CITY OF ELECTRA,WICHITA,Surface Water," 7,210,000 ",368900,HARROLD WSC,Surface Water," 3,325,710 ",N/A," 3,325,710 ",BUYER-VOLUME
2023,257400,CITY OF ELGIN,BASTROP,Groundwater," 37,560,290 ",31500,AQUA WSC,Groundwater," 35,633,000 ",N/A," 35,633,000 ",BUYER-VOLUME
2022,257400,CITY OF ELGIN,BASTROP,Groundwater," 31,006,000 ",31500,AQUA WSC,Groundwater," 25,540,694 ",N/A," 25,540,694 ",BUYER-VOLUME
2023,259060,ELMO WSC,KAUFMAN,N/A, -   ,1105224,ARCOSA AGGREGATES INC-HORESE CREEK QUARRY,Surface Water," 1,068 ",212312," 1,068 ",BUYER-VOLUME
2022,259060,ELMO WSC,KAUFMAN,N/A, -   ,1105224,ARCOSA AGGREGATES INC-HORESE CREEK QUARRY,Surface Water," 1,380 ",212312," 1,380 ",BUYER-VOLUME
2023,259100,EOL WSC,MCLENNAN,Groundwater," 9,855,600 ",578055,MOORES WATER SYSTEM,N/A, -   ,N/A," 9,855,600 ",SELLER-VOLUME
2022,259100,EOL WSC,MCLENNAN,Groundwater," 9,544,400 ",578055,MOORES WATER SYSTEM,N/A, -   ,N/A," 9,544,400 ",SELLER-VOLUME
2023,260200,EL OSO WSC,KARNES,Groundwater," 8,550 ",271198,URANIUM ENERGY CORP-HOBSON PROCESSING PLANT,Groundwater," 8,435 ",212290," 8,435 ",BUYER-VOLUME
2022,260200,EL OSO WSC,KARNES,Groundwater," 15,140 ",271198,URANIUM ENERGY CORP-HOBSON PROCESSING PLANT,Groundwater," 15,140 ",212290," 15,140 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A, -   ,20628,CARDINAL HEALTH 200 INC-EL PASO BRANCH,Groundwater," 11,232,716 ",339113," 11,232,716 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A, -   ,37440,EAGLE FAMILY FOODS-EL PASO PLANT,Groundwater," 80,493,028 ",311514," 80,493,028 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A, -   ,148100,WESTERN REFINING COMPANY LP-NORTH SIDE PLANT,N/A," 472,334,324 ",324110," 472,334,324 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A, -   ,181305,REDDY ICE EL PASO,Groundwater," 4,728,884 ",312113," 4,728,884 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A, -   ,208501,DAL TILE CORPORATION-EL PASO PLANT,Groundwater," 26,218,000 ",327110," 26,218,000 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A, -   ,250990,BRD-IGP INC,Groundwater," 1,912,844 ",812320," 1,912,844 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A, -   ,255100,YAZAKI NORTH AMERICA INC,Groundwater," 1,384,790 ",423120," 1,384,790 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A," 2,186,503,000 ",260330,LOWER VALLEY WD,Groundwater," 2,186,639,029 ",N/A," 2,186,639,029 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A, -   ,261100,EL PASO ELECTRIC COMPANY-COPPER POWER PLANT,Groundwater," 3,198,448 ",221112," 3,198,448 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A," 949,623,400 ",261250,EL PASO ELECTRIC COMPANY-NEWMAN POWER PLANT,Groundwater," 949,623,400 ",221112," 949,623,400 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A, -   ,261300,EL PASO ELECTRIC COMPANY-RIO GRANDE STATION,Groundwater," 66,184,536 ",221112," 66,184,536 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A, -   ,290000,FLOWERS BAKING OF EL PASO,Groundwater," 3,959,000 ",311812," 3,959,000 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A," 13,342,824 ",319900,GASLIGHT SQUARE INSPIRE COMMUNITIES,Groundwater," 13,926,346 ",N/A," 13,926,346 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A," 76,345,000 ",363095,HACIENDAS DEL NORTE WID,Groundwater," 76,609,240 ",N/A," 76,609,240 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A, -   ,421060,INTERNATIONAL PAPER COMPANY-EL PASO CONTAINER PLANT,Surface Water," 6,171,692 ",322211," 6,171,692 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A, -   ,482979,TONY LAMA COMPANY,Groundwater," 1,133,220 ",316210," 1,133,220 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A, -   ,526830,COCA-COLA SOUTHWEST BEVERAGES-EL PASO MAGNOLIA PLANT,N/A," 70,465,812 ",312111," 70,465,812 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A, -   ,603055,EL PASO TIMES,Groundwater," 4,508,117 ",323120," 4,508,117 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A, -   ,700380,PRICES CREAMERIES,Groundwater," 19,784,600 ",311511," 19,784,600 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A, -   ,738612,WESTROCK CONVERTING COMPANY-EL PASO FOLDING CARTON PLANT,Groundwater," 6,403,363 ",322212," 6,403,363 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A, -   ,764450,FARMER SELECT LLC,Groundwater," 8,598,000 ",311511," 8,598,000 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A, -   ,870900,AIR SYSTEM COMPONENTS-EL PASO PLANT,Groundwater," 5,350,000 ",332322," 5,350,000 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A," 569,627,504 ",889370,FORT BLISS WATER SERVICES COMPANY-FORT BLISS MAIN POST AREA,Groundwater," 81,490,860 ",N/A," 81,490,860 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A, -   ,905030,VINTON HILLS ALEGRE LLC-VILLA ALEGRE ESTATES,Surface Water," 2,363,680 ",N/A," 2,363,680 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A," 32,241,792 ",905103,VILLAGE OF VINTON,N/A, -   ,N/A," 32,241,792 ",SELLER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A, -   ,905130,VINTON HILLS ALEGRE LLC-VINTON HILLS SUBDIVISION,Groundwater," 16,185,224 ",N/A," 16,185,224 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A, -   ,905210,VINTON HILLS ALEGRE LLC-VINTON VILLAGE ESTATES,Groundwater," 10,068,828 ",N/A," 10,068,828 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A, -   ,1102108,Inframark-PASEO DEL ESTE MUD 1,Groundwater," 1,122,986,000 ",N/A," 1,122,986,000 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A," 303,586,272 ",1102572,EAST MONTANA WATER SYSTEM,Groundwater," 659,143,440 ",N/A," 659,143,440 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A, -   ,1103174,FORT BLISS WATER SERVICES COMPANY-EAST BIGGS WATER SYSTEM,Surface Water," 447,128,968 ",N/A," 447,128,968 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A, -   ,1103471,HILLSIDE WATER WORKS,Groundwater," 2,005,356 ",N/A," 2,005,356 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A," 291,607,059 ",1103710,INDUSTRIAL-EL PASO,N/A, -   ,N/A," 291,607,059 ",SELLER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A," 181,303,232 ",1103711,VERY LARGE WATER USERS,N/A, -   ,N/A," 181,303,232 ",SELLER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A," 939,581,100 ",1103713,PASEO DEL ESTE,N/A, -   ,N/A," 939,581,100 ",SELLER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A, -   ,1103979,EL PASO ELECTRIC COMPANY-MONTANA POWER STATION,Groundwater," 230,391,480 ",221112," 230,391,480 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A, -   ,1104551,SAN ISIDRO MHP,Groundwater," 1,150,769 ",N/A," 1,150,769 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A, -   ,1105416,DESERT ROCK CO-CLINT SAND PIT,Groundwater," 46,196 ",212321," 46,196 ",BUYER-VOLUME
2023,260300,EL PASO WATER UTILITIES PUBLIC SERVICE B,EL PASO,N/A, -   ,1105604,JOBE MATERIALS LP-SECTION 14 SAND PIT,Groundwater," 11,842,000 ",212321," 11,842,000 ",BUYER-VOLUME
