TWDB Survey Number,TCEQ PWS Code,PWS Name,Wholesale System?,Water Use Survey Form Type,PWS System Class
370156,TX1013147,HARRIS COUNTY WCID 156,N,Municipal Long,District 
370157,TX1011430,HARRIS COUNTY MUD 157,N,Municipal Long,District 
370158,TX1012297,HARRIS COUNTY MUD 158,N,Municipal Long,District 
370162,TX1011612,HARRIS COUNTY MUD 162,N,Municipal Long,District 
370163,TX1012213,HARRIS COUNTY MUD 163,N,Municipal Long,District 
370165,TX1012187,HARRIS COUNTY MUD 165,N,Municipal Long,District 
370166,TX1013181,HARRIS COUNTY MUD 166,N,Municipal Long,District 
370167,TX1012842,HARRIS COUNTY MUD 167,N,Municipal Long,District 
370168,TX1011783,HARRIS COUNTY MUD 168,N,Municipal Long,District 
370172,TX1012970,HARRIS COUNTY MUD 172,N,Municipal Long,District 
370173,TX1012971,HARRIS COUNTY MUD 173,N,Municipal Long,District 
370179,TX1011848,HARRIS COUNTY MUD 179,N,Municipal Long,District 
370180,TX1011799,HARRIS COUNTY MUD 180,N,Municipal Long,District 
370183,TX1011824,HARRIS COUNTY MUD 183,N,Municipal Long,District 
370185,TX1011914,HARRIS COUNTY MUD 185,N,Municipal Long,District 
370186,TX1012214,HARRIS COUNTY MUD 186,N,Municipal Long,District 
370188,TX1011982,HARRIS COUNTY MUD 188,N,Municipal Long,District 
370189,TX1011809,HARRIS COUNTY MUD 189,N,Municipal Long,District 
370191,TX1012362,HARRIS COUNTY MUD 191,N,Municipal Long,District 
370196,TX1013002,HARRIS COUNTY MUD 196,N,Municipal Long,District 
370200,TX1012007,HARRIS COUNTY MUD 200 CRANBROOK,N,Municipal Long,District 
370202,TX1012356,HARRIS COUNTY MUD 202,N,Municipal Long,District 
370205,TX1012704,HARRIS COUNTY MUD 205,N,Municipal Long,District 
370208,TX1012419,HARRIS COUNTY MUD 208,N,Municipal Long,District 
370211,TX1012145,HARRIS COUNTY MUD 211,N,Municipal Long,District 
370215,TX1012812,HARRIS COUNTY MUD 215,N,Municipal Long,District 
370216,TX1012577,HARRIS COUNTY MUD 216,N,Municipal Long,District 
370217,TX1011983,HARRIS COUNTY MUD 217,N,Municipal Long,District 
370220,TX1013321,HARRIS COUNTY MUD 220,N,Municipal Long,District 
370221,TX1012972,HARRIS COUNTY MUD 221,N,Municipal Long,District 
370222,TX1013054,HARRIS COUNTY MUD 222,N,Municipal Long,District 
370230,TX1012740,HARRIS COUNTY MUD 230,N,Municipal Long,District 
370233,TX1012498,HARRIS COUNTY MUD 233,N,Municipal Long,District 
370238,TX1012361,HARRIS COUNTY MUD 238,N,Municipal Long,District 
370239,TX1012392,HARRIS COUNTY MUD 239,N,Municipal Long,District 
370248,TX1013306,HARRIS COUNTY MUD 248,N,Municipal Long,District 
370249,TX1013135,HARRIS COUNTY MUD 249,N,Municipal Long,District 
370250,TX1012350,HARRIS COUNTY MUD 250,N,Municipal Long,District 
370255,TX1012766,HARRIS COUNTY MUD 255,N,Municipal Long,District 
370257,TX1012985,HARRIS COUNTY MUD 257,N,Municipal Long,District 
370261,TX1012866,HARRIS COUNTY MUD 261,N,Municipal Long,District 
370264,TX1012330,HARRIS COUNTY MUD 264,N,Municipal Long,District 
370276,TX1012942,HARRIS COUNTY MUD 276,N,Municipal Long,District 
370278,TX1012835,HARRIS COUNTY MUD 278,N,Municipal Long,District 
370280,TX1013063,HARRIS COUNTY MUD 280,N,Municipal Long,District 
370284,TX1013114,HARRIS COUNTY MUD 284,N,Municipal Long,District 
370285,TX1012677,HARRIS COUNTY MUD 285,N,Municipal Long,District 
370286,TX1012532,HARRIS COUNTY MUD 286,N,Municipal Long,District 
370287,TX1013385,HARRIS COUNTY MUD 287,N,Municipal Long,District 
370304,TX1012941,HARRIS COUNTY MUD 304,N,Municipal Long,District 
370316,TX1012804,HARRIS COUNTY MUD 316,N,Municipal Long,District 
370321,TX1012913,HARRIS COUNTY MUD 321,N,Municipal Long,District 
370322,TX1012542,HARRIS COUNTY MUD 322,N,Municipal Long,District 
370341,TX1012917,HARRIS COUNTY MUD 341,N,Municipal Long,District 
370342,TX1012973,HARRIS COUNTY MUD 342,N,Municipal Long,District 
370344,TX1012974,HARRIS COUNTY MUD 344,N,Municipal Long,District 
370345,TX1012768,HARRIS COUNTY MUD 345,N,Municipal Long,District 
370354,TX1012965,HARRIS COUNTY MUD 354,N,Municipal Long,District 
370358,TX1012969,HARRIS COUNTY MUD 358,N,Municipal Short,District 
370360,TX1012897,HARRIS COUNTY MUD 360,N,Municipal Long,District 
370364,TX1013132,HARRIS COUNTY MUD 364,N,Municipal Long,District 
370365,TX1013009,HARRIS COUNTY MUD 365,N,Municipal Long,District 
370367,TX1013040,HARRIS COUNTY MUD 367,N,Municipal Long,District 
370368,TX1013107,HARRIS COUNTY MUD 371,N,Municipal Long,District 
370369,TX1013123,HARRIS COUNTY MUD 361,N,Municipal Long,District 
370370,TX1013141,HARRIS COUNTY MUD 372,N,Municipal Long,District 
370371,TX1013113,HARRIS COUNTY MUD 370,N,Municipal Long,District 
370373,TX1013265,HARRIS COUNTY MUD 389,N,Municipal Long,District 
370374,TX1013253,HARRIS COUNTY MUD 391,N,Municipal Long,District 
370383,TX1013213,HARRIS COUNTY MUD 383,N,Municipal Long,District 
370386,TX1013305,HARRIS MONTGOMERY COUNTIES MUD 386,N,Municipal Long,District 
370387,TX1013360,HARRIS COUNTY MUD 387,N,Municipal Long,District 
370395,TX1580064,MIMS WSC,N,Municipal Long,Water Supply Corporation
370399,TX1013346,HARRIS COUNTY MUD 399,N,Municipal Long,District 
370401,TX1013289,HARRIS COUNTY MUD 401,N,Municipal Long,District 
370402,TX1013387,GENERATION PARK MANAGEMENT DISTRICT,N,Municipal Long,District 
370405,TX1013362,HARRIS COUNTY MUD 405,N,Municipal Long,District 
370412,TX1013354,HARRIS COUNTY MUD 412,N,Municipal Long,District 
370420,TX1013399,HARRIS COUNTY MUD 420,N,Municipal Long,District 
370421,TX1013376,HARRIS COUNTY MUD 421,N,Municipal Long,Water Supply Corporation
370432,TX1013378,HARRIS COUNTY MUD 432,N,Municipal Long,District 
370434,TX1013373,HARRIS COUNTY MUD 434,N,Municipal Long,District 
370468,TX1013369,HARRIS COUNTY MUD 468,N,Municipal Long,District 
370480,TX1013400,HARRIS COUNTY MUD 480,N,Municipal Long,District 
370999,TX1010249,HARRIS COUNTY WCID FONDREN ROAD,N,Municipal Long,District 
371001,TX1010159,HARRIS COUNTY WCID 1,N,Municipal Long,District 
371021,TX1010769,HARRIS COUNTY WCID 21,N,Municipal Long,District 
371036,TX1010239,HARRIS COUNTY WCID 36,N,Municipal Long,District 
371050,TX1010241,HARRIS COUNTY WCID 50 EL LAGO,N,Municipal Long,District 
371070,TX1010244,HARRIS COUNTY WCID 70,N,Municipal Long,District 
371074,TX1010480,HARRIS COUNTY WCID 74,N,Municipal Long,District 
371084,TX1010113,HARRIS COUNTY WCID 84,N,Municipal Long,District 
371089,TX1012370,HARRIS COUNTY WCID 89,N,Municipal Long,District 
371091,TX1010063,HARRIS COUNTY WCID 91,N,Municipal Long,District 
371092,TX1010124,HARRIS COUNTY WCID 92,N,Municipal Long,District 
371096,TX1013175,HARRIS COUNTY WCID 96,N,Municipal Long,District 
371099,TX1010684,HARRIS COUNTY WCID 99,N,Municipal Long,District 
371109,TX1010359,HARRIS COUNTY WCID 109,N,Municipal Long,District 
371110,TX1010482,HARRIS COUNTY WCID 110,N,Municipal Long,District 
371113,TX1010274,HARRIS COUNTY WCID 113 ENCHANTED VILLAGE,N,Municipal Long,District 
371114,TX1010317,HARRIS COUNTY WCID 114,N,Municipal Long,District 
371116,TX1010507,HARRIS COUNTY WCID 116,N,Municipal Long,District 
371119,TX1010509,HARRIS COUNTY WCID 119,N,Municipal Long,District 
371132,TX1010413,HARRIS COUNTY WCID 132,N,Municipal Long,District 
371133,TX1010210,HARRIS COUNTY WCID 133,N,Municipal Long,District 
371136,TX1010355,HARRIS COUNTY WCID 136,N,Municipal Long,District 
371200,TX1013298,NORTH HARRIS COUNTY REGIONAL WATER AUTHORITY,Y,Municipal Short,Authority
372006,TX1010501,HARRIS COUNTY UTILITY DISTRICT 6,N,Municipal Long,District 
372014,TX1011781,HARRIS COUNTY UD 14,N,Municipal Long,District 
372015,TX1011778,HARRIS COUNTY UD 15,N,Municipal Long,District 
372016,TX1013156,HARRIS COUNTY UD 16,N,Municipal Long,District 
372020,TX0790216,HARRIS FORT BEND COUNTIES MUD 1,N,Municipal Long,District 
372023,TX1013365,HARRIS-FORT BEND COUNTIES MUD 3,N,Municipal Long,District 
372349,TX1210013,HARRISBURG WSC,N,Municipal Long,Water Supply Corporation
372350,TX1330007,CENTER POINT,N,Municipal Long,Private/IOU
372400,TX0350002,HART MUNICIPAL WATER SYSTEM,N,Municipal Long,Municipal
373200,TX1030010,HARTLEY WSC,N,Municipal Long,Water Supply Corporation
374412,TX1160079,OAK RIDGE ESTATES,N,Municipal Long,Private/IOU
374414,TX1160011,ROCKWALL EAST MINI RANCH,N,Municipal Long,Private/IOU
374800,TX1040001,CITY OF HASKELL,N,Municipal Long,Municipal
374801,TX0460037,OAK VILLAGE NORTH,N,Municipal Long,Private/IOU
374803,TX0150135,OAK NORTH MOBILE HOMES ESTATES,N,Municipal Long,Mobile Home Park
374807,TX1300005,CASCADE MOBILE HOME PARK,N,Municipal Long,Mobile Home Park
374808,TX0150046,COOLCREST WATER SYSTEM,N,Municipal Long,Private/IOU
374820,TX0150096,STAGECOACH HILLS,N,Municipal Long,Private/IOU
374900,TX2200052,CITY OF HASLET,N,Municipal Long,Municipal
374920,TX0200218,HASTINGS HOMEOWNERS WATER SYSTEM,N,Municipal Long,Private/IOU
375600,TX2500001,CITY OF HAWKINS,N,Municipal Long,Municipal
375800,TX1270006,HAWLEY WSC,N,Municipal Long,Water Supply Corporation
376450,TX2270091,HAZY HILLS WSC,N,Municipal Long,Private/IOU
376500,TX1700013,HAZY HOLLOW EAST ESTATES,N,Municipal Long,Private/IOU
377200,TX1980004,CITY OF HEARNE,N,Municipal Long,Municipal
377274,TX1990014,CITY OF HEATH,N,Municipal Long,Municipal
377275,TX1010548,HEATHERLOCH MUD,N,Municipal Long,District 
378000,TX1240001,JIM HOGG COUNTY WCID 2,N,Municipal Long,District 
378244,TX1013404,NORTHWOOD MUD 1,N,Municipal Long,District 
378800,TX0650002,HEDLEY MUNICIPAL WATER SYSTEM,N,Municipal Long,Municipal
378850,TX0140024,BELL COUNTY WCID 5,N,Municipal Long,District 
378851,TX0140016,BELL COUNTY WCID 1,N,Municipal Short,District 
379200,TX2120051,HEIGHTS WATER,N,Municipal Long,Private/IOU
379400,TX2020001,CITY OF HEMPHILL,N,Municipal Long,Municipal
379600,TX2370001,CITY OF HEMPSTEAD,N,Municipal Long,Municipal
380400,TX2010001,CITY OF HENDERSON,N,Municipal Long,Municipal
382850,TX0390001,CITY OF HENRIETTA,N,Municipal Long,Municipal
383600,TX0590001,HEREFORD MUNICIPAL WATER SYSTEM,N,Municipal Long,Municipal
384175,TX1700121,HERITAGE OAKS SUBDIVISION,N,Municipal Long,Private/IOU
384400,TX2080003,HERMLEIGH WATER SYSTEM,N,Municipal Long,Private/IOU
384425,TX1330080,HERITAGE PARK WATER SYSTEM,N,Municipal Long,Private/IOU
385200,TX1550031,CITY OF HEWITT,N,Municipal Long,Municipal
385400,TX1160062,HICKORY CREEK SUD,N,Municipal Long,District 
385410,TX2470018,HICKORY HILL WATER,N,Municipal Long,Private/IOU
386800,TX0970002,CITY OF HICO,N,Municipal Long,Municipal
387600,TX1080021,CITY OF HIDALGO,N,Municipal Long,Municipal
387610,TX1080088,HIDALGO COUNTY MUD 1,N,Municipal Long,District 
387810,TX0610099,HIDDEN VALLEY WATER SYSTEM,N,Municipal Long,Private/IOU
387820,TX1010012,SOUTHERN WATER,N,Municipal Long,Private/IOU
387830,TX1330044,HIDEAWAY MOBILE HOME PARK,N,Municipal Short,Mobile Home Park
388400,TX1480004,HIGGINS MUNICIPAL WATER SYSTEM,N,Municipal Long,Municipal
388600,TX0270113,HIGH SIERRA WATER SYSTEM,N,Municipal Long,Municipal
389210,TX2460027,HIGH GABRIEL WSC,N,Municipal Long,Water Supply Corporation
389221,TX1070233,HIGH POINT WATER CO,N,Municipal Long,Private/IOU
389225,TX0840080,HIGHLAND BAYOU ESTATES WSC,N,Municipal Long,Water Supply Corporation
389239,TX2490042,HIGHLAND MEADOWS WATER SYSTEM,N,Municipal Long,Private/IOU
389241,TX0570049,TOWN OF HIGHLAND PARK,N,Municipal Long,Municipal
389242,TX1840033,ECHO VALLEY WSC,N,Municipal Long,Water Supply Corporation
389243,TX0180071,HIGHLAND PARK WSC,N,Municipal Long,Water Supply Corporation
389244,TX1840126,CITY OF HUDSON OAKS DYEGARD,N,Municipal Long,Municipal
389245,TX0270099,CITY OF HIGHLAND HAVEN WATER SYSTEM,N,Municipal Long,Private/IOU
389246,TX1840031,HIGHLAND WSC,N,Municipal Long,Water Supply Corporation
389252,TX1110017,LONG CREEK WATER,N,Municipal Long,Private/IOU
389254,TX1110018,MESA GRANDE WSC,N,Municipal Long,Water Supply Corporation
389256,TX1840019,M&L WSC,N,Municipal Long,Water Supply Corporation
389261,TX0610212,WILLOW WOOD ADDITION MEADOW VISTA,N,Municipal Long,Private/IOU
389277,TX0610080,CITY OF HIGHLAND VILLAGE,N,Municipal Long,Municipal
389283,TX1290016,HIGH POINT WATER SUPPLY CORPORATION,N,Municipal Long,Water Supply Corporation
389285,TX1070124,HIGHSAW,N,Municipal Long,Private/IOU
389295,TX1630014,HIGHWAY 90 RANCH WSC,N,Municipal Long,Water Supply Corporation
389297,TX2320040,HIGHWAY 117 WSC,N,Municipal Long,Water Supply Corporation
389307,TX0100061,HILL COUNTRY MOBILE HOME PARK,N,Municipal Short,Mobile Home Park
389312,TX1330139,REAL OAKS SUBDIVISION,N,Municipal Long,Private/IOU
389315,TX2270173,HILL COUNTRY NORTHWEST CHERRY HOLLOW,N,Municipal Long,Private/IOU
389316,TX1330113,FOUR SEASONS,N,Municipal Long,Private/IOU
389318,TX1330083,HILL COUNTRY RANCH ESTATES,N,Municipal Short,Private/IOU
389320,TX1330101,SLEEPY HOLLOW,N,Municipal Long,Private/IOU
389323,TX1330124,NORTHWEST HILLS SUBDIVISION,N,Municipal Long,Private/IOU
389324,TX0100047,LAKEWOOD WATER,N,Municipal Long,Private/IOU
389325,TX1330091,OAK FOREST SOUTH WATER SUPPLY,N,Municipal Long,Private/IOU
389326,TX1330097,NICKERSON FARM WATER SYSTEM,N,Municipal Long,Private/IOU
389328,TX0100065,COMANCHE CLIFFS,N,Municipal Long,Private/IOU
389329,TX1330107,PECAN VALLEY,N,Municipal Long,Private/IOU
389335,TX0100053,ELMWOOD ESTATES,N,Municipal Long,Private/IOU
389340,TX1300034,WALNUT HILLS,N,Municipal Long,Private/IOU
389341,TX1930018,REAL WSC,N,Municipal Long,Water Supply Corporation
389550,TX1090041,HILL COUNTY WSC,N,Municipal Long,Water Supply Corporation
389562,TX1260011,CROWLEY 1 ACRE SKY CORP WATER,N,Municipal Long,Private/IOU
389570,TX0200028,CITY OF HILLCREST VILLAGE,N,Municipal Long,Municipal
389585,TX1700539,HILLGREEN SUBDIVISION WATER CO,N,Municipal Long,Municipal
389590,TX2200005,BLUE MOUND,N,Municipal Long,Municipal
389800,TX1330151,HILL RIVER COUNTRY ESTATES,N,Municipal Long,Mobile Home Park
390000,TX1090001,CITY OF HILLSBORO,N,Municipal Long,Municipal
390350,TX1330030,HILLS & DALES,N,Municipal Long,Private/IOU
390440,TX0610199,HILLTOP ESTATES WSC,N,Municipal Long,Private/IOU
390450,TX1450006,HILLTOP LAKES WSC,N,Municipal Long,Water Supply Corporation
390460,TX2200107,HILLTOP MOBILE HOME PARK,N,Municipal Short,Mobile Home Park
390500,TX1550032,HILLTOP WSC,N,Municipal Long,Water Supply Corporation
390600,TX0610112,HILLTOWN ADDITION,N,Municipal Long,Private/IOU
390700,TX1012987,CITY OF HILSHIRE VILLAGE,N,Municipal Long,Municipal
391200,TX0840004,CITY OF HITCHCOCK,N,Municipal Long,Municipal
391675,TX1011101,H O E WSC,N,Municipal Long,Water Supply Corporation
391900,TX1550132,HOG CREEK WSC,N,Municipal Long,Water Supply Corporation
392050,TX1160028,HOLIDAY ESTATES WATER,N,Municipal Long,Municipal
392100,TX1580006,HOLIDAY HARBOR,N,Municipal Long,Water Supply Corporation
392200,TX1870080,HOLIDAY LAKE ESTATES,N,Municipal Long,Private/IOU
392225,TX2390019,HOLIDAY OAKS SUBDIVISION,N,Municipal Long,Private/IOU
392320,TX1020028,HOLIDAY SPRINGS MOBILE HOME PARK,N,Municipal Short,Mobile Home Park
392400,TX0140003,CITY OF HOLLAND,N,Municipal Long,Municipal
392430,TX1830009,HOLLANDS QUARTER WSC,N,Municipal Long,Water Supply Corporation
392440,TX0050002,CITY OF HOLLIDAY,N,Municipal Long,Municipal
392478,TX1210004,HOLLY HUFF WSC,N,Municipal Long,Water Supply Corporation
392480,TX2500012,HOLLY LAKE RANCH,N,Municipal Long,Private/IOU
392482,TX0340055,HOLLY SPRINGS WSC EAST METER,N,Municipal Long,Water Supply Corporation
392553,TX1000069,BREAKAWAY TRAILS SUBDIVISION,N,Municipal Long,Private/IOU
392570,TX1210020,HOLMWOOD ANGELINA & NECHES RIVER AUTHORI,N,Municipal Long,Private/IOU
392750,TX1260074,METROPLEX HOMESTEADS WATER SUPPLY,N,Municipal Long,Private/IOU
393000,TX1011734,HOMESTEAD OAKS MOBILE HOME COMM,N,Municipal Short,Mobile Home Park
393200,TX1630002,CITY OF HONDO,N,Municipal Long,Municipal
394000,TX0740003,CITY OF HONEY GROVE,N,Municipal Long,Municipal
394900,TX1110027,WHIPPOORWILL BAY SUBDIVISION,N,Municipal Long,Private/IOU
394901,TX1110059,LAKE COUNTRY ACRES,N,Municipal Long,Private/IOU
394902,TX1110035,MOUNTAIN VIEW SUBDIVISION,N,Municipal Long,Private/IOU
394903,TX1110026,SANDY BEACH SUBDIVISION,N,Municipal Long,Private/IOU
394905,TX1110088,NORTH FORK CREEK II,N,Municipal Long,Private/IOU
394908,TX1110087,SUNCHASE MEADOWS,N,Municipal Long,Private/IOU
395000,TX1110076,RIVER RUN SUBDIVISION,N,Municipal Long,Private/IOU
395330,TX0190002,CITY OF HOOKS,N,Municipal Long,Municipal
395340,TX1011713,HOOKS MOBILE HOME PARK,N,Municipal Short,Mobile Home Park
395350,TX1160029,CADDO BASIN SUD,N,Municipal Long,Water Supply Corporation
395820,TX2270255,AUSTINS COLONY,N,Municipal Long,Private/IOU
395825,TX1011785,HORSEPEN BAYOU MUD,N,Municipal Long,District 
395850,TX1840002,HORSESHOE BEND WATER SYSTEM,N,Municipal Long,Private/IOU
395851,TX2430013,HORSESHOE BEND ESTATES,N,Municipal Long,Private/IOU
395854,TX0790144,SOUTHWEST ENVIRONMENTAL RESOURCES,N,Municipal Long,Private/IOU
395973,TX1330118,HORSESHOE OAKS SUBDIVISION WATER SYSTEM,N,Municipal Long,Private/IOU
396200,TX1010013,CITY OF HOUSTON,N,Municipal Long,Municipal
396601,TX1012904,HOUSE CORRAL STREET WATER SYSTEM,N,Municipal Long,District 
398650,TX1140030,HOWARD COUNTY WCID 1,Y,Municipal Short,District 
398700,TX0700054,HOWARD WATER COOP,N,Municipal Long,Private/IOU
398800,TX0910013,CITY OF HOWE,N,Municipal Long,Municipal
399000,TX1090002,CITY OF HUBBARD,N,Municipal Long,Municipal
399250,TX2100009,HUBER WSC,N,Municipal Long,Water Supply Corporation
399405,TX0680163,HUBER GARDEN ESTATES,N,Municipal Short,Mobile Home Park
399410,TX1610114,HUBERT WATSON SUBDIVISION,N,Municipal Long,Private/IOU
399432,TX1840006,CITY OF HUDSON OAKS,N,Municipal Long,Municipal
399450,TX0030023,HUDSON WSC,N,Municipal Long,Water Supply Corporation
399600,TX0340003,CITY OF HUGHES SPRINGS,N,Municipal Long,Municipal
401000,TX1460012,LIBERTY COUNTY FWSD 1 HULL,N,Municipal Long,District 
401500,TX1700014,HULON LAKES SUBDIVISION,N,Municipal Long,Private/IOU
402000,TX1010014,CITY OF HUMBLE,N,Municipal Long,Municipal
408400,TX2410052,HUNGERFORD MUD 1,N,Municipal Long,District 
408552,TX1330145,COMMUNITY WATER GROUP WSC,N,Municipal Long,Water Supply Corporation
408553,TX1460050,HUNTERS COVE SEC 1,N,Municipal Long,Private/IOU
408555,TX1010615,HUNTERS GLEN MUD,N,Municipal Long,District 
408560,TX1110083,HUNTERWOOD SUBDIVISION WATER SYSTEM,N,Municipal Long,Private/IOU
409154,TX0360049,HUNTERS COVE SUB SOUTH,N,Municipal Short,Private/IOU
409155,TX1700328,CANEY CREEK UTILITY,N,Municipal Long,Private/IOU
409200,TX0030002,CITY OF HUNTINGTON,N,Municipal Long,Municipal
409250,TX1050124,HUNTINGTON ESTATES,N,Municipal Long,Private/IOU
410000,TX2360001,CITY OF HUNTSVILLE,N,Municipal Long,Municipal
410780,TX2500039,LAKE FORK WSC,N,Municipal Long,Water Supply Corporation
410800,TX2200054,CITY OF HURST,N,Municipal Long,Municipal
410850,TX2270172,HURST CREEK MUD,N,Municipal Long,District 
412400,TX0570012,CITY OF HUTCHINS,N,Municipal Long,Municipal
413200,TX2460007,CITY OF HUTTO,N,Municipal Long,Municipal
413300,TX2100019,CITY OF HUXLEY,N,Municipal Long,Municipal
418200,TX1520001,CITY OF IDALOU,N,Municipal Long,Municipal
418901,TX1700624,LAKE WINDCREST WATER SYSTEM,N,Municipal Long,Private/IOU
418902,TX1610129,LIVE OAK LANDING SUBDIVISION,N,Municipal Long,Water Supply Corporation
419280,TX1580063,INDIAN HILLS HARBOR,N,Municipal Long,Private/IOU
419282,TX0310008,TOWN OF INDIAN LAKE,N,Municipal Long,Municipal
419284,TX2270210,INDIAN SPRINGS SUBDIVISION,N,Municipal Long,Private/IOU
419352,TX1330142,INGRAM OAKS RETIREMENT COMMUNITY,N,Municipal Short,Private/IOU
419370,TX1330011,INGRAM WATER SUPPLY,N,Municipal Long,Private/IOU
419380,TX2050002,CITY OF INGLESIDE,N,Municipal Long,Municipal
419382,TX2050071,CITY OF INGLESIDE ON THE BAY,N,Municipal Long,Municipal
421280,TX1012264,INTERSTATE MUD,N,Municipal Long,District 
421700,TX1010172,INVERNESS FOREST IMPROVEMENT DISTRICT,N,Municipal Long,District 
421725,TX2270102,INVERNESS POINT WATER SYSTEM,N,Municipal Long,Private/IOU
422250,TX2430003,CITY OF IOWA PARK,N,Municipal Long,Municipal
423000,TX1860002,CITY OF IRAAN,N,Municipal Long,Municipal
423500,TX2080004,IRA WSC,N,Municipal Long,Water Supply Corporation
423502,TX1700576,INDIGO LAKES WATER SYSTEM,N,Municipal Long,Private/IOU
423800,TX0180014,CITY OF IREDELL,N,Municipal Long,Municipal
424700,TX0370022,RUSK RURAL WSC IRON HILL,N,Municipal Long,Water Supply Corporation
425400,TX0570050,CITY OF IRVING,N,Municipal Long,Municipal
425550,TX2410055,ISAACSON MUD,N,Municipal Long,District 
426200,TX0700028,CITY OF ITALY,N,Municipal Long,Municipal
426510,TX1700655,LONE STAR PUBLIC WATER SYSTEM,N,Municipal Long,Private/IOU
427000,TX1090003,CITY OF ITASCA,N,Municipal Long,Municipal
432000,TX1010015,CITY OF JACINTO CITY,N,Municipal Long,Municipal
432300,TX1010538,JACKRABBIT ROAD PUD,N,Municipal Long,District 
432800,TX0370002,CITY OF JACKSONVILLE,N,Municipal Long,Municipal
432810,TX1190002,CITY OF JACKSBORO,N,Municipal Long,Municipal
432845,TX2100031,PAXTON WSC JACKSON PLANT,N,Municipal Long,Water Supply Corporation
432850,TX2120016,JACKSON WSC,N,Municipal Long,Water Supply Corporation
