Year,TWDB Survey No,PWS Name,TWDB Estimated?, Population Served , Single Family Volumes , Single Family Connections , Multi-Family Volumes , Multi-Family Connections , Commercial Volume , Commercial Connections , Industrial Volumes , Industrial Connections , Institutional Volume , Institutional Connections , Agricultural Volumes , Agricultural Connections , Total Metered Volume , Total Metered Connections , Total Un-metered Volume , Total Un-metered Connections 
2023,130690,CITY OF CAMERON,N," 5,552 "," 158,039,000 "," 1,756 "," 6,259,000 ", 30 ," 69,467,000 ", 250 ," 3,768,000 ", 10 ," 9,325,000 ", 24 ,,," 246,858,000 "," 2,070 "," 13,000,000 ", 7 
2022,130695,LAGUNA MADRE WATER DISTRICT,N," 21,483 "," 438,013,400 "," 5,558 "," 299,151,300 ", 942 ," 348,534,500 ", 785 ," 25,131,500 ", 4 ," 12,440,200 ", 48 ," 4,972,800 ", 2 ," 1,128,243,700 "," 7,339 ",,
2023,130695,LAGUNA MADRE WATER DISTRICT,N," 22,725 "," 433,261,300 "," 5,714 "," 326,995,800 ", 960 ," 361,248,200 ", 796 ," 20,800,000 ", 5 ," 82,802,800 ", 96 ," 7,375,200 ", 4 ," 1,232,483,300 "," 7,575 ",,
2022,130745,CAMILLA COVES,N, 180 ," 10,384,400 ", 93 ,,,,,,,,,,," 10,384,400 ", 93 ," 158,000 ",
2023,130745,CAMILLA COVES,N, 180 ," 11,212,700 ", 93 ,,,,,,,,,,," 11,212,700 ", 93 ," 56,000 ",
2022,130750,CAMILLA WSC,N, 843 ," 20,692,530 ", 281 ,,,,,,,,,,," 20,692,530 ", 281 ," 380,000 ", 30 
2023,130750,CAMILLA WSC,N, 849 ," 21,850,800 ", 283 ,,,,,,,,,,," 21,850,800 ", 283 ," 340,000 ",
2022,130900,CAMPBELL WSC,N," 1,830 "," 24,266,030 ", 580 ," 140,980 ", 4 ," 548,980 ", 8 ,,," 4,058,680 ", 18 ,,," 29,014,670 ", 610 ," 5,862,130 ", 29 
2023,130900,CAMPBELL WSC,N," 1,869 "," 24,192,870 ", 593 ," 103,760 ", 4 ," 316,550 ", 10 ,,," 2,683,580 ", 17 ,,," 27,296,760 ", 624 ," 6,951,640 ", 29 
2022,131700,CITY OF CAMP WOOD,N," 1,500 "," 19,519,650 ", 470 ,,," 4,777,710 ", 22 ,,," 1,761,260 ", 18 ,,," 26,058,620 ", 510 ,,
2023,131700,CITY OF CAMP WOOD,N," 1,500 "," 21,054,331 ", 410 ,,," 5,179,210 ", 23 ,,," 2,158,290 ", 28 ,,," 28,391,831 ", 461 ,,
2022,132200,CANADIAN MUNICIPAL WATER SYSTEM,N," 2,649 "," 87,819,000 ", 968 ," 241,000 ", 3 ," 28,946,000 ", 233 ,,," 34,883,000 ", 93 ,,," 151,889,000 "," 1,297 "," 9,347,000 ", 12 
2023,132200,CANADIAN MUNICIPAL WATER SYSTEM,N," 2,649 "," 79,000,000 ", 968 ," 1,640,000 ", 3 ," 25,927,000 ", 233 ,,," 28,139,000 ", 93 ,,," 134,706,000 "," 1,297 "," 5,788,000 ", 18 
2022,132210,CANEY CREEK MUD OF MATAGORDA COUNTY,N," 2,764 "," 76,662,548 "," 2,218 ",,," 2,284,650 ", 12 ,,,,,,," 78,947,198 "," 2,230 ",,
2023,132210,CANEY CREEK MUD OF MATAGORDA COUNTY,N," 2,764 "," 80,400,397 "," 2,634 ",,," 3,110,420 ", 25 ,,,,,,," 83,510,817 "," 2,659 ",,
2022,132230,CANDELARIA WSC,N, 146 ," 1,478,900 ", 46 ,,,,,,,,,,," 1,478,900 ", 46 ," 21,000 ", 3 
2023,132230,CANDELARIA WSC,N, 146 ," 2,025,277 ", 42 ," 439,213 ", 4 ,,,,," 73,651 ", 2 ,,," 2,538,141 ", 48 ," 23,000 ", 3 
2022,132275,CANDLELIGHT HILLS SUBDIVISION,Y," 2,256 "," 96,404,000 ", 752 ,,,,,,,,,,," 96,404,000 ", 752 ," 12,000 ",
2023,132275,CANDLELIGHT HILLS SUBDIVISION,Y," 2,256 "," 96,404,000 ", 752 ,,,,,,,,,,," 96,404,000 ", 752 ," 12,000 ",
2022,132600,CITY OF CANTON,N," 3,580 "," 92,528,710 "," 1,733 "," 18,725,612 ", 43 ," 94,457,519 ", 549 ,,,,,,," 205,711,841 "," 2,325 ",,
2023,132600,CITY OF CANTON,N," 4,229 "," 90,316,475 "," 1,767 "," 18,241,258 ", 43 ," 89,496,472 ", 567 ,,,,,,," 198,054,205 "," 2,377 ",,
2022,133000,CANYON MUNICIPAL WATER SYSTEM,N," 15,295 "," 544,761,000 "," 4,926 "," 43,242,000 ", 110 ," 110,187,000 ", 430 ,,," 161,207,000 ", 70 ,,," 859,397,000 "," 5,536 ",,
2023,133000,CANYON MUNICIPAL WATER SYSTEM,N," 15,771 "," 520,116,000 "," 4,975 "," 45,015,000 ", 110 ," 107,110,000 ", 435 ,,," 160,853,000 ", 70 ,,," 833,094,000 "," 5,590 ",,
2022,133090,CANYON SPRINGS WATER,Y," 1,048 "," 21,612,000 ", 413 ,,," 889,000 ", 3 ,,,,,,," 22,501,000 ", 416 ,,
2023,133090,CANYON SPRINGS WATER,Y," 1,048 "," 21,612,000 ", 413 ,,," 889,000 ", 3 ,,,,,,," 22,501,000 ", 416 ,,
2022,133098,CANYON CREEK ADDITION,Y, 728 ,, 305 ,,,,,,,,,,,, 305 ,,
2023,133098,CANYON CREEK ADDITION,Y, 728 ,, 305 ,,,,,,,,,,,, 305 ,,
2022,133118,CLWSC CANYON LAKE SHORES,N," 41,106 "," 900,168,799 "," 11,601 "," 3,889,600 ", 13 ," 159,179,347 ", 403 ,,," 36,028,800 ", 22 ,,," 1,099,266,546 "," 12,039 ",,
2023,133118,CLWSC CANYON LAKE SHORES,N," 42,975 "," 885,648,500 "," 12,559 "," 3,922,600 ", 13 ," 119,616,150 ", 385 ,,," 22,842,100 ", 22 ,,," 1,032,029,350 "," 12,979 ",,
2022,133122,ROCKY CREEK ESTATES,N, 138 ," 6,170,000 ", 46 ,,,,,,,,,,," 6,170,000 ", 46 ,,
2023,133122,ROCKY CREEK ESTATES,N, 150 ," 7,082,000 ", 50 ,,," 378,000 ", 1 ,,,,,,," 7,460,000 ", 51 ,,
2022,133133,CANYON PARK WSC,N," 1,200 "," 16,153,600 ", 397 ,,,,,,,,,,," 16,153,600 ", 397 ," 224,000 ", 14 
2023,133133,CANYON PARK WSC,N," 1,200 "," 15,515,800 ", 412 ,,,,,,,,,,," 15,515,800 ", 412 ," 132,000 ", 13 
2022,133135,AMBERWOOD WATER SYSTEM,Y, 405 ," 10,788,155 ", 159 ,,," 403,590 ", 1 ,,,,,,," 11,191,745 ", 160 ," 7,996,255 ", 1 
2023,133135,AMBERWOOD WATER SYSTEM,Y, 405 ," 10,788,155 ", 159 ,,," 403,590 ", 1 ,,,,,,," 11,191,745 ", 160 ," 7,996,255 ", 1 
2022,133330,CAPE ROYALE UTILITY DISTRICT,N," 2,230 "," 46,896,600 ", 745 ," 128,600 ", 5 ," 965,600 ", 16 ,,,,,,," 47,990,800 ", 766 ," 8,299,400 ", 9 
2023,133330,CAPE ROYALE UTILITY DISTRICT,N," 2,295 "," 52,819,776 ", 765 ," 379,100 ", 5 ," 9,265,500 ", 16 ,,,,,,," 62,464,376 ", 786 ," 2,571,400 ", 9 
2022,133338,CAPE MALIBU WSC,N, 375 ," 7,076,000 ", 129 ,,," 361,000 ", 3 ,,,,,,," 7,437,000 ", 132 ," 386,000 ",
2023,133338,CAPE MALIBU WSC,N, 375 ," 4,134,000 ", 127 ,,," 162,000 ", 3 ,,,,,,," 4,296,000 ", 130 ," 55,000 ",
2022,133500,CITY OF CARBON,Y, 557 ," 11,086,480 ", 236 ,,,,,,,,,,," 11,086,480 ", 236 ," 4,100,000 ", 1 
2023,133500,CITY OF CARBON,Y, 557 ," 11,086,480 ", 236 ,,,,,,,,,,," 11,086,480 ", 236 ," 4,100,000 ", 1 
2022,133600,CARDINAL MEADOWS IMPROVEMENT DISTRICT,N, 207 ," 2,497,630 ", 69 ,,,,,,,,,,," 2,497,630 ", 69 ," 84,000 ", 4 
2023,133600,CARDINAL MEADOWS IMPROVEMENT DISTRICT,N, 207 ," 2,727,060 ", 69 ,,," 180,190 ", 2 ,,,,,,," 2,907,250 ", 71 ," 76,000 ", 4 
2022,133620,NORTHWEST GRAYSON COUNTY WCID 1,N," 3,093 "," 54,901,788 "," 1,017 ",,," 34,210,890 ", 14 ,,,,,,," 89,112,678 "," 1,031 ",,
2023,133620,NORTHWEST GRAYSON COUNTY WCID 1,N," 3,350 "," 39,856,002 "," 1,099 ",,," 40,876,506 ", 15 ,,,,,,," 80,732,508 "," 1,114 ",,
2022,133750,WICKSON CREEK SUD GRIMES COUNTY,N," 5,800 "," 173,015,280 "," 2,239 ",,," 5,037,800 ", 2 ," 2,100,000 ", 4 ,,,,," 180,153,080 "," 2,245 "," 3,250,500 ", 20 
2023,133750,WICKSON CREEK SUD GRIMES COUNTY,N," 5,196 "," 178,991,913 "," 2,334 ",,," 8,201,800 ", 2 ," 902,700 ", 4 ,,,,," 188,096,413 "," 2,340 "," 2,000,000 ", 20 
2022,133800,TOM GREEN COUNTY FWSD 1 CARLSBAD,Y, 702 ," 12,679,100 ", 231 ,,," 240,000 ", 2 ," 200,000 ", 1 ,,,,," 13,119,100 ", 234 ," 515,000 ", 1 
2023,133800,TOM GREEN COUNTY FWSD 1 CARLSBAD,Y, 702 ," 12,679,100 ", 231 ,,," 240,000 ", 2 ," 200,000 ", 1 ,,,,," 13,119,100 ", 234 ," 515,000 ", 1 
2022,134700,CITY OF CARMINE,N, 252 ," 108,000 ", 3 ," 3,029,399 ", 246 ," 450,000 ", 3 ,,,,,,," 3,587,399 ", 252 ,,
2023,134700,CITY OF CARMINE,N, 258 ," 112,324 ", 3 ," 1,501,806 ", 252 ," 508,000 ", 3 ,,,,,,," 2,122,130 ", 258 ,,
2022,135252,CAROLYNN ESTATES,N," 3,921 "," 57,110,000 "," 1,290 ",,," 5,463,000 ", 16 ,,,,," 324,000 ", 1 ," 62,897,000 "," 1,307 "," 19,519,000 ",
2023,135252,CAROLYNN ESTATES,N," 3,876 "," 59,381,000 "," 1,310 ",,," 8,323,000 ", 16 ,,,,," 131,000 ", 1 ," 67,835,000 "," 1,327 "," 18,470,000 ",
2022,135300,CARO WSC,Y," 2,700 "," 109,287,700 ", 904 ,,,,,,,,,,," 109,287,700 ", 904 ,,
2023,135300,CARO WSC,Y," 2,700 "," 109,287,700 ", 904 ,,,,,,,,,,," 109,287,700 ", 904 ,,
2022,135367,CARRIAGE TRAIL SUBDIVISION,Y, 96 ,,,,,,,,,,,,,,,,
2023,135367,CARRIAGE TRAIL SUBDIVISION,Y, 96 ,,,,,,,,,,,,,,,,
2022,135400,CITY OF CARRIZO SPRINGS,N," 4,833 "," 200,005,700 "," 1,736 "," 13,777,100 ", 31 ," 51,846,700 ", 191 ,,," 47,282,000 ", 85 ,,," 312,911,500 "," 2,043 "," 2,055,100 ", 25 
2023,135400,CITY OF CARRIZO SPRINGS,N," 5,800 "," 188,749,000 "," 1,353 "," 10,347,400 ", 34 ," 56,675,100 ", 196 ,,," 41,820,800 ", 58 ,,," 297,592,300 "," 1,641 "," 384,000 ", 11 
2022,135500,CARRIZO WATER CORP FOREST GROVE,Y," 1,110 "," 16,970,020 ", 370 ,,,,,,,,,,," 16,970,020 ", 370 ," 1,232,850 ",
2023,135500,CARRIZO WATER CORP FOREST GROVE,Y," 1,110 "," 16,970,020 ", 370 ,,,,,,,,,,," 16,970,020 ", 370 ," 1,232,850 ",
2022,136200,CITY OF CARROLLTON,N," 135,110 "," 3,864,384,000 "," 34,525 "," 1,266,940,000 "," 19,737 "," 1,626,654,000 "," 4,134 "," 154,679,000 ", 26 ," 323,239,000 ", 483 ,,," 7,235,896,000 "," 58,905 "," 912,000 ", 1 
2023,136200,CITY OF CARROLLTON,N," 135,801 "," 4,173,074,910 "," 34,883 "," 1,393,555,000 "," 19,737 "," 1,728,218,000 "," 4,279 "," 151,003,000 ", 26 ," 410,878,000 ", 483 ,,," 7,856,728,910 "," 59,408 "," 890,000 ", 1 
2022,137000,CITY OF CARTHAGE,N," 6,533 "," 161,480,000 "," 2,695 "," 10,353,700 ", 21 ," 107,411,000 ", 619 ," 308,246,600 ", 5 ," 22,983,800 ", 90 ,,," 610,475,100 "," 3,430 "," 19,000,000 ", 25 
2023,137000,CITY OF CARTHAGE,N," 6,575 "," 173,771,000 "," 2,686 "," 9,632,000 ", 15 ," 114,940,000 ", 639 ," 335,593,000 ", 5 ," 28,055,000 ", 96 ,,," 661,991,000 "," 3,441 "," 19,000,000 ", 25 
2022,138350,CASH SUD,N," 20,893 "," 623,379,651 "," 7,302 ",,," 21,425,059 ", 160 ," 364,360 ", 9 ," 15,954,802 ", 3 ,,," 661,123,872 "," 7,474 "," 279,370 ", 5 
2023,138350,CASH SUD,N," 21,254 "," 561,865,768 "," 7,353 ",,," 35,583,549 ", 215 ," 8,475,483 ", 17 ," 14,648,972 ", 6 ,,," 620,573,772 "," 7,591 "," 319,820 ", 5 
2022,138375,CASSIE WATER SYSTEM,N, 105 ," 3,593,980 ", 67 ,,,,,,,,,,," 3,593,980 ", 67 ," 426,550 ",
2023,138375,CASSIE WATER SYSTEM,Y, 105 ," 3,593,980 ", 67 ,,,,,,,,,,," 3,593,980 ", 67 ," 426,550 ",
2022,138380,CASTLEWOOD MUD,N," 2,658 "," 64,615,000 ", 818 ,,," 51,179,200 ", 68 ,,,,,,," 115,794,200 ", 886 ," 8,841,800 ",
2023,138380,CASTLEWOOD MUD,N," 2,667 "," 63,428,000 ", 819 ,,," 59,099,000 ", 70 ,,,,,,," 122,527,000 ", 889 ," 1,204,900 ",
2022,138600,CITY OF CASTROVILLE,N," 3,913 "," 99,664,000 "," 1,170 "," 6,981,000 ", 247 ," 40,317,000 ", 312 ,,," 8,491,000 ", 192 ,,," 234,425,000 "," 1,923 "," 1,261,000 ", 191 
2023,138600,CITY OF CASTROVILLE,N," 3,933 "," 91,043,000 "," 1,181 "," 8,215,000 ", 246 ," 35,493,000 ", 311 ,,," 12,800,000 ", 191 ,,," 220,108,000 "," 1,931 "," 469,000 ", 175 
2022,139400,CATARINA WSC,N, 222 ," 7,960,200 ", 74 ,,,,,,,,,,," 7,960,200 ", 74 ,,
2023,139400,CATARINA WSC,N, 224 ," 6,703,400 ", 75 ,,,,,,,,,,," 6,703,400 ", 75 ,,
2022,139650,CANYON SPRINGS WATER WORKS,N, 525 ," 25,638,609 ", 220 ,,,,,,,,,,," 25,638,609 ", 220 ,,
2023,139650,CANYON SPRINGS WATER WORKS,N, 550 ," 23,990,807 ", 220 ,,,,,,,,,,," 23,990,807 ", 220 ,,
2022,140435,CREEK WATER UTILITY,N, 180 ," 2,810,000 ", 60 ,,,,,,,,,,," 2,810,000 ", 60 ,,
2023,140435,CREEK WATER UTILITY,N, 276 ," 1,726,000 ", 98 ,,,,,,,,,,," 1,726,000 ", 98 ," 71,000 ",
2022,140440,LAKESIDE WATER SUPPLY 1,Y, 117 ," 858,700 ", 39 ,,,,,,,,,,," 858,700 ", 39 ," 20,000 ", 2 
2023,140440,LAKESIDE WATER SUPPLY 1,Y, 117 ," 858,700 ", 39 ,,,,,,,,,,," 858,700 ", 39 ," 20,000 ", 2 
2022,140850,CEDAR BAYOU PARK,N, 570 ," 10,235,000 ", 190 ,,,,,,,,,,," 10,235,000 ", 190 ," 293,000 ",
2023,140850,CEDAR BAYOU PARK,N, 555 ," 11,519,000 ", 188 ,,,,,,,,,,," 11,519,000 ", 188 ," 15,000 ",
2022,140866,CEDAR CREEK WATER SUPPLY,N, 125 ," 2,373,946 ", 50 ,,,,,,,,,,," 2,373,946 ", 50 ," 15,000 ",
2023,140866,CEDAR CREEK WATER SUPPLY,N, 125 ," 2,444,876 ", 50 ,,,,,,,,,,," 2,444,876 ", 50 ," 15,000 ",
2022,140930,CEDAR CREST COLONY WSC,N, 145 ," 2,775,330 ", 58 ,,,,,,,,,,," 2,775,330 ", 58 ," 5,000 ", 2 
2023,140930,CEDAR CREST COLONY WSC,N, 145 ," 2,969,500 ", 58 ,,,,,,,,,,," 2,969,500 ", 58 ," 542,404 ", 2 
2022,140940,CEDAR ESTATES SUBDIVISION,Y, 246 ,, 82 ,,,,,,,,,,,, 82 ,,
2023,140940,CEDAR ESTATES SUBDIVISION,Y, 246 ,, 82 ,,,,,,,,,,,, 82 ,,
2022,140975,CEDAR GROVE MOBILE HOME PARK,Y, 636 ," 8,306,746 ", 218 ,,,,,,,,,,," 8,306,746 ", 218 ,,
2023,140975,CEDAR GROVE MOBILE HOME PARK,N, 686 ," 9,748,123 ", 247 ,,,,,,,,,,," 9,748,123 ", 247 ,,
2022,141000,CITY OF CEDAR HILL,N," 48,557 "," 1,334,849,399 "," 15,045 "," 109,924,317 ", 242 ," 212,283,645 ", 669 ," 6,152,193 ", 1 ," 60,024,631 ", 126 ," 189,888,130 ", 268 ," 1,913,122,315 "," 16,351 ",,
2023,141000,CITY OF CEDAR HILL,N," 48,800 "," 1,640,198,370 "," 15,367 "," 135,530,676 "," 2,562 "," 280,809,451 ", 980 ,,," 80,763,881 ", 63 ," 301,955,353 ", 296 ," 2,439,257,731 "," 19,268 ",,
2022,141045,CEDAR POINT,Y," 1,542 ",, 514 ,,,, 8 ,,,,,,,, 522 ," 189,000 ",
2023,141045,CEDAR POINT,Y," 1,542 ",, 514 ,,,, 8 ,,,,,,,, 522 ," 189,000 ",
2022,141050,CITY OF CEDAR PARK,N," 85,990 "," 2,536,676,645 "," 21,873 "," 592,361,260 "," 7,719 "," 529,447,420 "," 1,068 "," 75,750,050 ", 43 ," 290,801,850 ", 419 ,,," 4,222,518,025 "," 31,125 "," 59,346,000 ",
2023,141050,CITY OF CEDAR PARK,N," 86,785 "," 2,461,616,710 "," 21,884 "," 572,443,940 "," 8,429 "," 535,303,366 "," 1,119 "," 65,728,850 ", 43 ," 300,788,742 ", 416 ,,," 4,165,327,538 "," 31,894 "," 59,908,000 ",
2022,141055,CEDAR RIDGE DEEP WELL WATER SYSTEM,N, 120 ," 5,790,200 ", 42 ,,,,,,,,,,," 5,790,200 ", 42 ,,
2023,141055,CEDAR RIDGE DEEP WELL WATER SYSTEM,N, 125 ," 6,635,000 ", 43 ,,,,,,,,,,," 6,635,000 ", 43 ,,
2022,141060,CS WATER,N, 187 ," 8,853,110 ", 178 ,,,,,,,,,,," 8,853,110 ", 178 ," 80,000 ", 1 
2023,141060,CS WATER,N, 380 ," 9,443,200 ", 190 ,,,,,,,,,,," 9,443,200 ", 190 ,,
2022,141110,CEDAR VALLEY SUBDIVISION,N, 207 ," 2,237,000 ", 69 ,,,,,,,,,,," 2,237,000 ", 69 ," 1,816,000 ",
2023,141110,CEDAR VALLEY SUBDIVISION,N, 198 ," 1,770,000 ", 66 ,,,,,,,,,,," 1,770,000 ", 66 ," 123,750 ",
2022,141120,CEDRON CREEK RANCH WATER SUPPLY,N, 250 ," 7,181,545 ", 118 ,,," 35,700 ", 1 ,,," 476,480 ", 3 ,,," 7,693,725 ", 122 ," 45,700 ",
2023,141120,CEDRON CREEK RANCH WATER SUPPLY,N, 250 ," 7,397,071 ", 123 ,,," 42,100 ", 1 ,,," 496,690 ", 3 ,,," 7,935,861 ", 127 ," 15,000 ",
2022,141200,CEGO DURANGO WSC,N," 1,120 "," 38,892,000 ", 520 ,,,,,,,,," 10,000,000 ", 14 ," 48,892,000 ", 534 ,,
2023,141200,CEGO DURANGO WSC,N," 1,224 "," 31,313,050 ", 528 ,,,,,,,,," 12,000,000 ", 16 ," 43,313,050 ", 544 ,,
2022,142600,CITY OF CELESTE,N, 986 ," 19,250,717 ", 334 ," 1,326,758 ", 2 ," 1,575,968 ", 39 ,,,,,,," 22,153,443 ", 375 ,,
2023,142600,CITY OF CELESTE,N," 1,089 "," 16,205,187 ", 342 ," 1,326,550 ", 4 ," 1,575,450 ", 39 ,,,,,,," 19,107,187 ", 385 ,,
2022,143400,CITY OF CELINA,N," 37,142 "," 1,066,936,637 "," 11,360 "," 129,366,900 ", 79 ," 192,389,600 ", 287 ," 37,459,500 ", 8 ," 41,988,600 ", 105 ," 174,700 ", 4 ," 1,468,315,937 "," 11,843 "," 50,252,858 ", 140 
2023,143400,CITY OF CELINA,N," 44,787 "," 1,291,159,492 "," 13,338 "," 67,880,900 "," 1,591 "," 195,964,661 ", 447 ," 37,322,700 ", 8 ," 61,090,444 ", 124 ," 1,710,700 ", 15 ," 1,655,128,897 "," 15,523 "," 77,617,347 ", 150 
2022,143560,CITY OF CENTER,N," 5,411 "," 98,416,600 "," 1,737 "," 14,525,700 ", 73 ," 59,257,800 ", 484 ," 710,881,600 ", 14 ," 93,828,000 ", 122 ,,," 976,909,700 "," 2,430 "," 262,435,026 ", 49 
2023,143560,CITY OF CENTER,N," 7,686 "," 105,086,300 "," 1,753 "," 8,794,100 ", 73 ," 58,122,800 ", 485 ," 590,104,200 ", 13 ," 95,395,200 ", 83 ,,," 857,502,600 "," 2,407 "," 167,544,812 ", 49 
2022,143565,CENTERLINE WSC,N, 144 ," 7,900,400 ", 45 ,,,,,,,,,,," 7,900,400 ", 45 ,,
2023,143565,CENTERLINE WSC,N, 144 ," 6,307,024 ", 43 ,,,,,,,,,,," 6,307,024 ", 43 ,,
2022,143605,CENTRAL WASHINGTON COUNTY WSC,N," 2,691 "," 78,765,890 ", 869 ," 2,478,660 ", 2 ," 4,993,800 ", 18 ,,," 595,790 ", 8 ,,," 86,834,140 ", 897 ," 19,181,427 ", 1 
2023,143605,CENTRAL WASHINGTON COUNTY WSC,N," 2,805 "," 75,104,710 ", 907 ," 2,186,010 ", 2 ," 4,623,120 ", 18 ,,," 368,430 ", 8 ,,," 82,282,270 ", 935 ," 25,475,645 ", 1 
2022,143790,CENTRAL BOWIE COUNTY WSC,N," 8,841 "," 167,348,925 "," 2,911 "," 1,149,769 ", 20 ," 919,815 ", 16 ,,,,,,," 169,418,509 "," 2,947 "," 28,512,451 ", 1 
2023,143790,CENTRAL BOWIE COUNTY WSC,N," 8,964 "," 156,487,101 "," 2,951 "," 1,074,405 ", 20 ," 2,954,614 ", 17 ,,,,,,," 160,516,120 "," 2,988 "," 17,624,404 ", 1 
2022,144000,CENTRAL WCID OF ANGELINA COUNTY,N," 7,161 "," 135,739,865 "," 2,387 "," 51,319 ", 7 ," 215,843 ", 53 ,,," 231,473 ", 15 ,,," 136,238,500 "," 2,462 ",,
2023,144000,CENTRAL WCID OF ANGELINA COUNTY,N," 6,720 "," 8,134,200 "," 2,163 "," 43,490 ", 9 ," 146,920 ", 53 ,,," 164,800 ", 15 ,,," 8,489,410 "," 2,240 ",,
2022,144030,CENTRAL BOSQUE WSC,N, 969 ," 34,601,823 ", 315 ,,," 1,600,110 ", 7 ," 2,244,537 ", 1 ,,,,," 38,446,470 ", 323 ," 3,540,800 ", 1 
2023,144030,CENTRAL BOSQUE WSC,N, 978 ," 41,671,710 ", 318 ,,," 1,800,000 ", 7 ," 2,678,500 ", 1 ,,,,," 46,150,210 ", 326 ," 300,000 ", 1 
2022,144045,STONEGATE WATER,Y, 195 ,,,,,,,,,,,,,,,,
2023,144045,STONEGATE WATER,Y, 195 ,,,,,,,,,,,,,,,,
2022,145000,CITY OF CENTERVILLE,N, 892 ," 37,850,000 ", 603 ," 2,201,000 ", 60 ,,," 49,000 ", 1 ," 12,390,000 ", 130 ,,," 52,490,000 ", 794 ," 8,344,000 ", 15 
2023,145000,CITY OF CENTERVILLE,N, 891 ," 35,903,000 ", 602 ," 2,001,000 ", 60 ,,," 54,000 ", 1 ," 9,600,000 ", 130 ,,," 47,558,000 ", 793 ," 7,655,000 ", 15 
2022,145050,CENTERVILLE WSC,N," 1,329 "," 20,325,550 ", 439 ,,,,,,," 562,930 ", 4 ,,," 20,888,480 ", 443 ," 6,910,000 ", 39 
2023,145050,CENTERVILLE WSC,N," 1,431 "," 20,235,730 ", 473 ,,,,,,," 504,080 ", 4 ,,," 20,739,810 ", 477 ," 8,720,000 ", 41 
2022,145875,VISTA UTILITIES,N, 90 ," 2,051,000 ", 30 ,,,,,,,,,,," 2,051,000 ", 30 ,, 30 
2023,145875,VISTA UTILITIES,N, 90 ," 2,356,000 ", 90 ,,,,,,,,,,," 2,356,000 ", 90 ,,
2022,146000,CHALK BLUFF WSC,N," 3,921 "," 86,379,100 "," 1,261 "," 812,800 ", 12 ," 772,600 ", 19 ,,," 31,100 ", 4 ,,," 87,995,600 "," 1,296 ",, 1 
2023,146000,CHALK BLUFF WSC,N," 3,921 "," 128,082,200 "," 1,274 "," 1,083,700 ", 12 ," 747,600 ", 18 ,,," 459,700 ", 4 ,,," 130,373,200 "," 1,308 ",,
2022,146010,CHALK HILL SUD,N," 4,584 "," 84,675,600 "," 1,527 "," 1,583,200 ", 156 ,,,,,,,,," 86,258,800 "," 1,683 ",,
2023,146010,CHALK HILL SUD,N," 4,686 "," 79,213,200 "," 1,561 "," 1,426,200 ", 156 ,,,,,,,,," 80,639,400 "," 1,717 ",,
2022,146120,CHAMBERS COUNTY MUD 1,N," 5,100 "," 80,975,000 "," 1,177 "," 20,161,000 ", 544 ," 16,573,000 ", 32 ,,,,," 18,866,000 ", 28 ," 136,575,000 "," 1,781 "," 713,000 ",
2023,146120,CHAMBERS COUNTY MUD 1,N," 5,256 "," 88,598,000 "," 1,213 "," 14,415,000 ", 544 ," 21,930,000 ", 31 ,,,,," 24,178,000 ", 28 ," 149,121,000 "," 1,816 "," 14,838,000 ", 1 
2022,146950,CHAMBERS MEADOW ESTATE WATER,N, 192 ," 8,549,000 ", 66 ,,,,,,,,,,," 8,549,000 ", 66 ,,
2023,146950,CHAMBERS MEADOW ESTATE WATER,N, 198 ," 9,300,000 ", 66 ,,,,,,,,,,," 9,300,000 ", 66 ,,
2022,147000,CITY OF CHANDLER,N," 3,663 "," 115,688,454 "," 1,578 "," 7,223,467 ", 38 ," 17,373,656 ", 166 ,,," 6,995,901 ", 24 ,,," 147,281,478 "," 1,806 "," 6,000,000 ", 35 
2023,147000,CITY OF CHANDLER,N," 3,663 "," 110,499,035 "," 1,651 "," 5,879,990 ", 39 ," 14,514,632 ", 166 ,,," 6,869,649 ", 25 ,,," 137,763,306 "," 1,881 "," 12,000,000 ", 35 
2022,147080,CHANNEL OAKS WATER SYSTEM,Y, 135 ," 2,946,820 ", 45 ,,,,,,,,,,," 2,946,820 ", 45 ," 310,920 ", 1 
2023,147080,CHANNEL OAKS WATER SYSTEM,Y, 135 ," 2,946,820 ", 45 ,,,,,,,,,,," 2,946,820 ", 45 ," 310,920 ", 1 
2022,147400,CHANNING WATER WORKS,N, 365 ," 12,862,868 ", 163 ,,," 232,462 ", 3 ," 77,487 ", 1 ," 464,923 ", 6 ," 1,704,718 ", 23 ," 15,342,458 ", 196 ," 154,973 ", 3 
2023,147400,CHANNING WATER WORKS,N, 286 ," 11,955,220 ", 163 ,,," 216,058 ", 3 ," 72,019 ", 1 ," 432,116 ", 6 ," 1,584,426 ", 23 ," 14,259,839 ", 196 ," 144,041 ", 3 
2022,147420,CHAPARRAL WATER SYSTEM GILLESPIE,Y, 1 ,,,,,,,,,,,,,,,,
2023,147420,CHAPARRAL WATER SYSTEM GILLESPIE,Y, 1 ,,,,,,,,,,,,,,,,
2022,147450,CHAPPELL HILL WSC,N, 666 ," 17,255,900 ", 222 ,,,,,,,,,,," 17,255,900 ", 222 ," 10,050,444 ", 1 
2023,147450,CHAPPELL HILL WSC,N, 663 ," 18,290,610 ", 221 ,,,,,,,,,,," 18,290,610 ", 221 ," 11,957,588 ", 1 
2022,147500,CHARLIE WSC,N, 80 ," 1,196,000 ", 36 ,,,,,,,,,,," 1,196,000 ", 36 ,,
